"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2023-03-10,"00:50:00","D5","HRX",70
2023-03-10,"14:43:00","D5","HRN",30
2023-03-10,NA,"D5","PM",963.9
2023-03-10,"20:49:00","D5","PX",966.7
2023-03-10,"04:02:00","D5","PN",961.3
2023-03-10,NA,"D5","PPT",0
2023-03-10,NA,"D5","RS24h",18.4
2023-03-10,NA,"D5","VVM10",4.7
2023-03-10,NA,"D5","DVM10",246
2023-03-10,"12:04:00","D5","VVX10",16.6
2023-03-10,"12:04:00","D5","DVVX10",268
2023-03-10,NA,"X2","TM",18.2
2023-03-10,"12:55:00","X2","TX",25
2023-03-10,"05:03:00","X2","TN",12.2
2023-03-10,NA,"X2","HRM",50
2023-03-10,"04:32:00","X2","HRX",74
2023-03-10,"15:00:00","X2","HRN",27
2023-03-10,NA,"X4","TM",18.9
2023-03-10,"14:49:00","X4","TX",24.2
2023-03-10,"06:41:00","X4","TN",14.9
2023-03-10,NA,"X4","HRM",43
2023-03-10,"20:00:00","X4","HRX",67
2023-03-10,"14:40:00","X4","HRN",26
2023-03-10,NA,"X4","PM",1008
2023-03-10,"20:30:00","X4","PX",1010.9
2023-03-10,"04:03:00","X4","PN",1005.7
2023-03-10,NA,"X4","PPT",0
2023-03-10,NA,"X4","RS24h",18.5
2023-03-10,NA,"X4","VVM10",4
2023-03-10,NA,"X4","DVM10",279
2023-03-10,"08:13:00","X4","VVX10",16.8
2023-03-10,"08:13:00","X4","DVVX10",287
2023-03-10,NA,"X8","TM",18.7
2023-03-10,"14:00:00","X8","TX",24.3
2023-03-10,"04:50:00","X8","TN",11.9
2023-03-10,NA,"X8","HRM",44
2023-03-10,"04:50:00","X8","HRX",66
2023-03-10,"14:11:00","X8","HRN",26
2023-03-10,NA,"X8","PM",1002.5
2023-03-10,"20:38:00","X8","PX",1004.9
2023-03-10,"04:02:00","X8","PN",1000.2
2023-03-10,NA,"X8","PPT",0
2023-03-10,NA,"X8","RS24h",18.1
2023-03-10,NA,"X8","VVM10",4.6
2023-03-10,NA,"X8","DVM10",291
2023-03-10,"12:18:00","X8","VVX10",14.3
2023-03-10,"12:18:00","X8","DVVX10",286
2023-03-11,NA,"D5","TM",17
2023-03-11,"15:51:00","D5","TX",24
2023-03-11,"21:01:00","D5","TN",13.6
2023-03-11,NA,"D5","HRM",56
2023-03-11,"22:01:00","D5","HRX",73
2023-03-11,"16:06:00","D5","HRN",36
2023-03-11,NA,"D5","PM",964.4
2023-03-11,"23:20:00","D5","PX",967.6
2023-03-11,"13:31:00","D5","PN",962.4
2023-03-11,NA,"D5","PPT",0
2023-03-11,NA,"D5","RS24h",12.1
2023-03-11,NA,"D5","VVM10",3.9
2023-03-11,NA,"D5","DVM10",303
2023-03-11,"08:03:00","D5","VVX10",16
2023-03-11,"08:03:00","D5","DVVX10",309
2023-03-11,NA,"X2","TM",20.1
2023-03-11,"16:08:00","X2","TX",26.9
2023-03-11,"23:59:00","X2","TN",14.9
2023-03-11,NA,"X2","HRM",50
2023-03-11,"23:58:00","X2","HRX",71
2023-03-11,"16:08:00","X2","HRN",31
2023-03-11,NA,"X4","TM",20.1
2023-03-11,"15:54:00","X4","TX",26.5
2023-03-11,"23:34:00","X4","TN",16.8
2023-03-11,NA,"X4","HRM",47
2023-03-11,"20:00:00","X4","HRX",62
2023-03-11,"16:08:00","X4","HRN",30
2023-03-11,NA,"X4","PM",1007.8
2023-03-11,"23:20:00","X4","PX",1011.5
2023-03-11,"14:19:00","X4","PN",1005
2023-03-11,NA,"X4","PPT",0
2023-03-11,NA,"X4","RS24h",13.1
2023-03-11,NA,"X4","VVM10",5.8
2023-03-11,NA,"X4","DVM10",339
2023-03-11,"07:55:00","X4","VVX10",19.8
2023-03-11,"07:55:00","X4","DVVX10",318
2023-03-11,NA,"X8","TM",19.6
2023-03-11,"14:47:00","X8","TX",26.3
2023-03-11,"23:38:00","X8","TN",14
2023-03-11,NA,"X8","HRM",49
2023-03-11,"23:40:00","X8","HRX",73
2023-03-11,"16:01:00","X8","HRN",32
2023-03-11,NA,"X8","PM",1002.5
2023-03-11,"23:20:00","X8","PX",1005.8
2023-03-11,"13:34:00","X8","PN",999.8
2023-03-11,NA,"X8","PPT",0
2023-03-11,NA,"X8","RS24h",10.5
2023-03-11,NA,"X8","VVM10",6.2
2023-03-11,NA,"X8","DVM10",322
2023-03-11,"08:53:00","X8","VVX10",18.8
2023-03-11,"08:53:00","X8","DVVX10",279
2023-03-12,NA,"D5","TM",15.8
2023-03-12,"15:14:00","D5","TX",20.1
2023-03-12,"19:19:00","D5","TN",12.5
2023-03-12,NA,"D5","HRM",71
2023-03-12,"19:43:00","D5","HRX",93
2023-03-12,"15:14:00","D5","HRN",57
2023-03-12,NA,"D5","PM",970
2023-03-12,"10:08:00","D5","PX",971.7
2023-03-12,"03:17:00","D5","PN",966.7
2023-03-12,NA,"D5","PPT",0
2023-03-12,NA,"D5","RS24h",18.6
2023-03-12,NA,"D5","VVM10",4.2
2023-03-12,NA,"D5","DVM10",272
2023-03-12,"03:40:00","D5","VVX10",15.4
2023-03-12,"03:40:00","D5","DVVX10",342
2023-03-12,NA,"X2","TM",15.7
2023-03-12,"11:39:00","X2","TX",19.9
2023-03-12,"05:37:00","X2","TN",13.1
2023-03-12,NA,"X2","HRM",75
2023-03-12,"23:58:00","X2","HRX",90
2023-03-12,"11:39:00","X2","HRN",62
2023-03-12,NA,"X4","TM",16.4
2023-03-12,"12:20:00","X4","TX",19.1
2023-03-12,"23:59:00","X4","TN",14.4
2023-03-12,NA,"X4","HRM",69
2023-03-12,"23:59:00","X4","HRX",87
2023-03-12,"03:15:00","X4","HRN",55
2023-03-12,NA,"X4","PM",1014.4
2023-03-12,"09:30:00","X4","PX",1016.3
2023-03-12,"02:52:00","X4","PN",1010.7
2023-03-12,NA,"X4","PPT",0
2023-03-12,NA,"X4","RS24h",18.7
2023-03-12,NA,"X4","VVM10",1.5
2023-03-12,NA,"X4","DVM10",106
2023-03-12,"09:03:00","X4","VVX10",8
2023-03-12,"09:03:00","X4","DVVX10",87
2023-03-12,NA,"X8","TM",16.3
2023-03-12,"12:23:00","X8","TX",19.8
2023-03-12,"22:44:00","X8","TN",13
2023-03-12,NA,"X8","HRM",71
2023-03-12,"22:46:00","X8","HRX",93
2023-03-12,"04:26:00","X8","HRN",58
2023-03-12,NA,"X8","PM",1008.6
2023-03-12,"20:31:00","X8","PX",1010.3
2023-03-12,"02:13:00","X8","PN",1004.8
2023-03-12,NA,"X8","PPT",0
2023-03-12,NA,"X8","RS24h",18.3
2023-03-12,NA,"X8","VVM10",2
2023-03-12,NA,"X8","DVM10",97
2023-03-12,"03:08:00","X8","VVX10",9.2
2023-03-12,"03:08:00","X8","DVVX10",292
2023-03-13,NA,"D5","TM",15.9
2023-03-13,"12:52:00","D5","TX",21.3
2023-03-13,"20:24:00","D5","TN",12.6
2023-03-13,NA,"D5","HRM",68
2023-03-13,"20:27:00","D5","HRX",93
2023-03-13,"23:28:00","D5","HRN",32
2023-03-13,NA,"D5","PM",965
2023-03-13,"00:11:00","D5","PX",970.4
2023-03-13,"21:37:00","D5","PN",959.9
2023-03-13,NA,"D5","PPT",0
2023-03-13,NA,"D5","RS24h",16.7
2023-03-13,NA,"D5","VVM10",5.3
2023-03-13,NA,"D5","DVM10",240
2023-03-13,"21:41:00","D5","VVX10",14
2023-03-13,"21:41:00","D5","DVVX10",336
2023-03-13,NA,"X2","TM",16.6
2023-03-13,"22:49:00","X2","TX",21
2023-03-13,"00:38:00","X2","TN",12.8
2023-03-13,NA,"X2","HRM",74
2023-03-13,"03:00:00","X2","HRX",93
2023-03-13,"23:30:00","X2","HRN",26
2023-03-13,NA,"X4","TM",16.7
2023-03-13,"22:52:00","X4","TX",20.7
2023-03-13,"02:00:00","X4","TN",13.6
2023-03-13,NA,"X4","HRM",73
2023-03-13,"03:00:00","X4","HRX",100
2023-03-13,"23:31:00","X4","HRN",24
2023-03-13,NA,"X4","PM",1009.2
2023-03-13,"01:00:00","X4","PX",1015
2023-03-13,"20:18:00","X4","PN",1004
2023-03-13,NA,"X4","PPT",0
2023-03-13,NA,"X4","RS24h",17
2023-03-13,NA,"X4","VVM10",2.8
2023-03-13,NA,"X4","DVM10",247
2023-03-13,"23:15:00","X4","VVX10",18.4
2023-03-13,"23:15:00","X4","DVVX10",316
2023-03-13,NA,"X8","TM",15.9
2023-03-13,"22:46:00","X8","TX",20.5
2023-03-13,"04:50:00","X8","TN",11.9
2023-03-13,NA,"X8","HRM",77
2023-03-13,"03:30:00","X8","HRX",100
2023-03-13,"23:23:00","X8","HRN",25
2023-03-13,NA,"X8","PM",1003.5
2023-03-13,"01:04:00","X8","PX",1009.1
2023-03-13,"20:14:00","X8","PN",998.4
2023-03-13,NA,"X8","PPT",0
2023-03-13,NA,"X8","RS24h",16.7
2023-03-13,NA,"X8","VVM10",2.4
2023-03-13,NA,"X8","DVM10",238
2023-03-13,"23:22:00","X8","VVX10",14
2023-03-13,"23:22:00","X8","DVVX10",308
2023-03-14,NA,"D5","TM",13.8
2023-03-14,"13:36:00","D5","TX",20.7
2023-03-14,"22:30:00","D5","TN",9.7
2023-03-14,NA,"D5","HRM",50
2023-03-14,"22:34:00","D5","HRX",91
2023-03-14,"15:33:00","D5","HRN",26
2023-03-14,NA,"D5","PM",965.7
2023-03-14,"23:19:00","D5","PX",969.3
2023-03-14,"00:10:00","D5","PN",961.5
2023-03-14,NA,"D5","PPT",0
2023-03-14,NA,"D5","RS24h",19.3
2023-03-14,NA,"D5","VVM10",3.4
2023-03-14,NA,"D5","DVM10",291
2023-03-14,"06:41:00","D5","VVX10",14.3
2023-03-14,"06:41:00","D5","DVVX10",288
2023-03-14,NA,"X2","TM",16.7
2023-03-14,"14:11:00","X2","TX",23.2
2023-03-14,"23:30:00","X2","TN",12.4
2023-03-14,NA,"X2","HRM",49
2023-03-14,"03:10:00","X2","HRX",82
2023-03-14,"16:00:00","X2","HRN",23
2023-03-14,NA,"X4","TM",17
2023-03-14,"14:16:00","X4","TX",22.2
2023-03-14,"23:49:00","X4","TN",13.5
2023-03-14,NA,"X4","HRM",44
2023-03-14,"23:38:00","X4","HRX",73
2023-03-14,"15:04:00","X4","HRN",21
2023-03-14,NA,"X4","PM",1010.1
2023-03-14,"21:00:00","X4","PX",1014.2
2023-03-14,"00:01:00","X4","PN",1005.2
2023-03-14,NA,"X4","PPT",0
2023-03-14,NA,"X4","RS24h",19.5
2023-03-14,NA,"X4","VVM10",3.3
2023-03-14,NA,"X4","DVM10",345
2023-03-14,"16:09:00","X4","VVX10",15.6
2023-03-14,"16:09:00","X4","DVVX10",337
2023-03-14,NA,"X8","TM",16.5
2023-03-14,"13:13:00","X8","TX",22.3
2023-03-14,"23:55:00","X8","TN",10.9
2023-03-14,NA,"X8","HRM",42
2023-03-14,"23:55:00","X8","HRX",83
2023-03-14,"15:34:00","X8","HRN",22
2023-03-14,NA,"X8","PM",1004.3
2023-03-14,"21:30:00","X8","PX",1008.3
2023-03-14,"00:02:00","X8","PN",1000
2023-03-14,NA,"X8","PPT",0
2023-03-14,NA,"X8","RS24h",19.5
2023-03-14,NA,"X8","VVM10",3.9
2023-03-14,NA,"X8","DVM10",321
2023-03-14,"16:36:00","X8","VVX10",14
2023-03-14,"16:36:00","X8","DVVX10",307
2023-03-15,NA,"D5","TM",11.6
2023-03-15,"12:08:00","D5","TX",18.4
2023-03-15,"06:38:00","D5","TN",8.2
2023-03-15,NA,"D5","HRM",78
2023-03-15,"23:30:00","D5","HRX",100
2023-03-15,"10:42:00","D5","HRN",49
2023-03-15,NA,"D5","PM",969.7
2023-03-15,"08:24:00","D5","PX",970.9
2023-03-15,"04:38:00","D5","PN",968.8
2023-03-15,NA,"D5","PPT",0
2023-03-15,NA,"D5","RS24h",17.3
2023-03-15,NA,"D5","VVM10",2.5
2023-03-15,NA,"D5","DVM10",88
2023-03-15,"04:33:00","D5","VVX10",8.6
2023-03-15,"04:33:00","D5","DVVX10",25
2023-03-15,NA,"X2","TM",13.9
2023-03-15,"11:58:00","X2","TX",18.1
2023-03-15,"03:34:00","X2","TN",11.4
2023-03-15,NA,"X2","HRM",74
2023-03-15,"22:30:00","X2","HRX",93
2023-03-15,"09:12:00","X2","HRN",46
2023-03-15,NA,"X4","TM",14
2023-03-15,"10:17:00","X4","TX",16.8
2023-03-15,"06:14:00","X4","TN",12.3
2023-03-15,NA,"X4","HRM",73
2023-03-15,"23:00:00","X4","HRX",100
2023-03-15,"08:01:00","X4","HRN",47
2023-03-15,NA,"X4","PM",1014.5
2023-03-15,"11:00:00","X4","PX",1015.8
2023-03-15,"04:13:00","X4","PN",1013.6
2023-03-15,NA,"X4","PPT",0
2023-03-15,NA,"X4","RS24h",19.1
2023-03-15,NA,"X4","VVM10",1.7
2023-03-15,NA,"X4","DVM10",86
2023-03-15,"12:31:00","X4","VVX10",5.8
2023-03-15,"12:31:00","X4","DVVX10",171
2023-03-15,NA,"X8","TM",13.3
2023-03-15,"13:18:00","X8","TX",18
2023-03-15,"04:05:00","X8","TN",10.2
2023-03-15,NA,"X8","HRM",72
2023-03-15,"23:41:00","X8","HRX",99
2023-03-15,"10:22:00","X8","HRN",40
2023-03-15,NA,"X8","PM",1008.7
2023-03-15,"09:03:00","X8","PX",1009.9
2023-03-15,"04:13:00","X8","PN",1007.6
2023-03-15,NA,"X8","PPT",0
2023-03-15,NA,"X8","RS24h",18.5
2023-03-15,NA,"X8","VVM10",1.7
2023-03-15,NA,"X8","DVM10",38
2023-03-15,"07:47:00","X8","VVX10",7.4
2023-03-15,"07:47:00","X8","DVVX10",303
2023-03-16,NA,"D5","TM",12.7
2023-03-16,"13:38:00","D5","TX",19.4
2023-03-16,"00:45:00","D5","TN",9.1
2023-03-16,NA,"D5","HRM",70
2023-03-16,"23:37:00","D5","HRX",100
2023-03-16,"13:26:00","D5","HRN",35
2023-03-16,NA,"D5","PM",968.4
2023-03-16,"00:01:00","D5","PX",969.4
2023-03-16,"16:42:00","D5","PN",967.5
2023-03-16,NA,"D5","PPT",0
2023-03-16,NA,"D5","RS24h",20.1
2023-03-16,NA,"D5","VVM10",3
2023-03-16,NA,"D5","DVM10",201
2023-03-16,"13:20:00","D5","VVX10",8.8
2023-03-16,"13:20:00","D5","DVVX10",193
2023-03-16,NA,"X2","TM",13.9
2023-03-16,"12:59:00","X2","TX",19
2023-03-16,"06:08:00","X2","TN",9
2023-03-16,NA,"X2","HRM",76
2023-03-16,"01:16:00","X2","HRX",92
2023-03-16,"11:47:00","X2","HRN",46
2023-03-16,NA,"X4","TM",14.4
2023-03-16,"12:43:00","X4","TX",18.5
2023-03-16,"05:19:00","X4","TN",11.3
2023-03-16,NA,"X4","HRM",75
2023-03-16,"21:00:00","X4","HRX",100
2023-03-16,"12:44:00","X4","HRN",39
2023-03-16,NA,"X4","PM",1013.2
2023-03-16,"00:06:00","X4","PX",1014.3
2023-03-16,"16:05:00","X4","PN",1012
2023-03-16,NA,"X4","PPT",0
2023-03-16,NA,"X4","RS24h",19.9
2023-03-16,NA,"X4","VVM10",1.7
2023-03-16,NA,"X4","DVM10",130
2023-03-16,"12:43:00","X4","VVX10",6.5
2023-03-16,"12:43:00","X4","DVVX10",207
2023-03-16,NA,"X8","TM",13.7
2023-03-16,"13:07:00","X8","TX",19.5
2023-03-16,"06:03:00","X8","TN",8.3
2023-03-16,NA,"X8","HRM",72
2023-03-16,"01:30:00","X8","HRX",100
2023-03-16,"13:14:00","X8","HRN",37
2023-03-16,NA,"X8","PM",1007.4
2023-03-16,"00:00:00","X8","PX",1008.4
2023-03-16,"16:00:00","X8","PN",1006.3
2023-03-16,NA,"X8","PPT",0.1
2023-03-16,NA,"X8","RS24h",19.9
2023-03-16,NA,"X8","VVM10",1.8
2023-03-16,NA,"X8","DVM10",191
2023-03-16,"12:52:00","X8","VVX10",7.8
2023-03-16,"12:52:00","X8","DVVX10",189
2023-03-17,NA,"D5","TM",11.4
2023-03-17,"13:46:00","D5","TX",14.2
2023-03-17,"05:30:00","D5","TN",9.5
2023-03-17,NA,"D5","HRM",92
2023-03-17,"23:59:00","D5","HRX",100
2023-03-17,"13:46:00","D5","HRN",70
2023-03-17,NA,"D5","PM",967.5
2023-03-17,"10:17:00","D5","PX",968.8
2023-03-17,"23:40:00","D5","PN",966.2
2023-03-17,NA,"D5","PPT",0
2023-03-17,NA,"D5","RS24h",7
2023-03-17,NA,"D5","VVM10",3.3
2023-03-17,NA,"D5","DVM10",81
2023-03-17,"13:52:00","D5","VVX10",8.2
2023-03-17,"13:52:00","D5","DVVX10",79
2023-03-17,NA,"X2","TM",14.6
2023-03-17,"13:41:00","X2","TX",17.8
2023-03-17,"05:20:00","X2","TN",12.7
2023-03-17,NA,"X2","HRM",79
2023-03-17,"02:08:00","X2","HRX",88
2023-03-17,"13:42:00","X2","HRN",66
2023-03-17,NA,"X4","TM",14.3
2023-03-17,"13:46:00","X4","TX",16.5
2023-03-17,"05:30:00","X4","TN",12.8
2023-03-17,NA,"X4","HRM",81
2023-03-17,"23:58:00","X4","HRX",93
2023-03-17,"13:46:00","X4","HRN",68
2023-03-17,NA,"X4","PM",1012.3
2023-03-17,"11:30:00","X4","PX",1013.6
2023-03-17,"23:43:00","X4","PN",1010.8
2023-03-17,NA,"X4","PPT",0
2023-03-17,NA,"X4","RS24h",15.4
2023-03-17,NA,"X4","VVM10",2.7
2023-03-17,NA,"X4","DVM10",83
2023-03-17,"12:14:00","X4","VVX10",7.4
2023-03-17,"12:14:00","X4","DVVX10",109
2023-03-17,NA,"X8","TM",14
2023-03-17,"12:38:00","X8","TX",17.7
2023-03-17,"05:18:00","X8","TN",12.3
2023-03-17,NA,"X8","HRM",80
2023-03-17,"05:10:00","X8","HRX",91
2023-03-17,"12:39:00","X8","HRN",59
2023-03-17,NA,"X8","PM",1006.4
2023-03-17,"10:15:00","X8","PX",1007.8
2023-03-17,"23:54:00","X8","PN",1005
2023-03-17,NA,"X8","PPT",0
2023-03-17,NA,"X8","RS24h",13.2
2023-03-17,NA,"X8","VVM10",2.9
2023-03-17,NA,"X8","DVM10",91
2023-03-17,"12:30:00","X8","VVX10",8.3
2023-03-17,"12:30:00","X8","DVVX10",121
2023-03-18,NA,"D5","TM",12.1
2023-03-18,"13:39:00","D5","TX",19.6
2023-03-18,"05:35:00","D5","TN",9.6
2023-03-18,NA,"D5","HRM",85
2023-03-18,"23:30:00","D5","HRX",100
2023-03-18,"13:40:00","D5","HRN",51
2023-03-18,NA,"D5","PM",966.3
2023-03-18,"22:12:00","D5","PX",968.6
2023-03-18,"04:46:00","D5","PN",964.8
2023-03-18,NA,"D5","PPT",0
2023-03-18,NA,"D5","RS24h",12.3
2023-03-18,NA,"D5","VVM10",2.5
2023-03-18,NA,"D5","DVM10",104
2023-03-18,"15:18:00","D5","VVX10",7.2
2023-03-18,"15:18:00","D5","DVVX10",213
2023-03-18,NA,"X2","TM",14.7
2023-03-18,"12:59:00","X2","TX",18.8
2023-03-18,"23:21:00","X2","TN",12.6
2023-03-18,NA,"X2","HRM",76
2023-03-18,"23:32:00","X2","HRX",92
2023-03-18,"16:41:00","X2","HRN",58
2023-03-18,NA,"X4","TM",14.6
2023-03-18,"13:34:00","X4","TX",17.2
2023-03-18,"05:19:00","X4","TN",13.2
2023-03-18,NA,"X4","HRM",77
2023-03-18,"22:00:00","X4","HRX",100
2023-03-18,"16:38:00","X4","HRN",57
2023-03-18,NA,"X4","PM",1010.9
2023-03-18,"22:30:00","X4","PX",1013.4
2023-03-18,"16:03:00","X4","PN",1009.4
2023-03-18,NA,"X4","PPT",0
2023-03-18,NA,"X4","RS24h",10.7
2023-03-18,NA,"X4","VVM10",1.6
2023-03-18,NA,"X4","DVM10",176
2023-03-18,"15:10:00","X4","VVX10",6.1
2023-03-18,"15:10:00","X4","DVVX10",271
2023-03-18,NA,"X8","TM",14.1
2023-03-18,"13:27:00","X8","TX",18.8
2023-03-18,"23:57:00","X8","TN",11.4
2023-03-18,NA,"X8","HRM",80
2023-03-18,"23:30:00","X8","HRX",100
2023-03-18,"13:28:00","X8","HRN",53
2023-03-18,NA,"X8","PM",1005.1
2023-03-18,"22:14:00","X8","PX",1007.5
2023-03-18,"04:42:00","X8","PN",1003.6
2023-03-18,NA,"X8","PPT",0
2023-03-18,NA,"X8","RS24h",12.3
2023-03-18,NA,"X8","VVM10",1.4
2023-03-18,NA,"X8","DVM10",218
2023-03-18,"14:42:00","X8","VVX10",6
2023-03-18,"14:42:00","X8","DVVX10",244
2023-03-19,NA,"D5","TM",12.5
2023-03-19,"14:08:00","D5","TX",18.4
2023-03-19,"05:46:00","D5","TN",9.9
2023-03-19,NA,"D5","HRM",81
2023-03-19,"03:43:00","D5","HRX",100
2023-03-19,"14:01:00","D5","HRN",52
2023-03-19,NA,"D5","PM",971.9
2023-03-19,"22:46:00","D5","PX",974.7
2023-03-19,"00:08:00","D5","PN",968.3
2023-03-19,NA,"D5","PPT",0
2023-03-19,NA,"D5","RS24h",18.5
2023-03-19,NA,"D5","VVM10",3.3
2023-03-19,NA,"D5","DVM10",199
2023-03-19,"14:10:00","D5","VVX10",9.3
2023-03-19,"14:10:00","D5","DVVX10",191
2023-03-19,NA,"X2","TM",15.2
2023-03-19,"11:16:00","X2","TX",19.1
2023-03-19,"06:00:00","X2","TN",12.3
2023-03-19,NA,"X2","HRM",73
2023-03-19,"00:56:00","X2","HRX",92
2023-03-19,"10:51:00","X2","HRN",53
2023-03-19,NA,"X4","TM",15
2023-03-19,"13:42:00","X4","TX",18
2023-03-19,"05:52:00","X4","TN",13.5
2023-03-19,NA,"X4","HRM",72
2023-03-19,"01:00:00","X4","HRX",100
2023-03-19,"12:51:00","X4","HRN",52
2023-03-19,NA,"X4","PM",1016.7
2023-03-19,"23:12:00","X4","PX",1019.7
2023-03-19,"00:18:00","X4","PN",1013
2023-03-19,NA,"X4","PPT",0
2023-03-19,NA,"X4","RS24h",18.9
2023-03-19,NA,"X4","VVM10",2
2023-03-19,NA,"X4","DVM10",166
2023-03-19,"14:12:00","X4","VVX10",7.4
2023-03-19,"14:12:00","X4","DVVX10",197
2023-03-19,NA,"X8","TM",14.6
2023-03-19,"11:27:00","X8","TX",18.8
2023-03-19,"23:42:00","X8","TN",11.5
2023-03-19,NA,"X8","HRM",72
2023-03-19,"00:00:00","X8","HRX",100
2023-03-19,"10:55:00","X8","HRN",49
2023-03-19,NA,"X8","PM",1010.9
2023-03-19,"23:00:00","X8","PX",1013.9
2023-03-19,"00:02:00","X8","PN",1007.2
2023-03-19,NA,"X8","PPT",0
2023-03-19,NA,"X8","RS24h",18.6
2023-03-19,NA,"X8","VVM10",1.8
2023-03-19,NA,"X8","DVM10",184
2023-03-19,"14:01:00","X8","VVX10",8.5
2023-03-19,"14:01:00","X8","DVVX10",175
2023-03-20,NA,"D5","TM",12.5
2023-03-20,"13:48:00","D5","TX",18.2
2023-03-20,"05:30:00","D5","TN",9.2
2023-03-20,NA,"D5","HRM",77
2023-03-20,"22:05:00","D5","HRX",99
2023-03-20,"10:06:00","D5","HRN",38
2023-03-20,NA,"D5","PM",972.2
2023-03-20,"00:00:00","D5","PX",974.2
2023-03-20,"16:30:00","D5","PN",971
2023-03-20,NA,"D5","PPT",0
2023-03-20,NA,"D5","RS24h",20.2
2023-03-20,NA,"D5","VVM10",2.9
2023-03-20,NA,"D5","DVM10",138
2023-03-20,"01:54:00","D5","VVX10",9.3
2023-03-20,"01:54:00","D5","DVVX10",285
2023-03-20,NA,"X2","TM",14.2
2023-03-20,"10:45:00","X2","TX",18.5
2023-03-20,"05:13:00","X2","TN",10.2
2023-03-20,NA,"X2","HRM",76
2023-03-20,"06:36:00","X2","HRX",90
2023-03-20,"10:33:00","X2","HRN",48
2023-03-20,NA,"X4","TM",14.4
2023-03-20,"11:06:00","X4","TX",17.2
2023-03-20,"05:35:00","X4","TN",12
2023-03-20,NA,"X4","HRM",72
2023-03-20,"23:23:00","X4","HRX",87
2023-03-20,"11:03:00","X4","HRN",43
2023-03-20,NA,"X4","PM",1017.2
2023-03-20,"00:05:00","X4","PX",1019.4
2023-03-20,"16:33:00","X4","PN",1015.8
2023-03-20,NA,"X4","PPT",0
2023-03-20,NA,"X4","RS24h",19.9
2023-03-20,NA,"X4","VVM10",1.7
2023-03-20,NA,"X4","DVM10",130
2023-03-20,"11:11:00","X4","VVX10",6.6
2023-03-20,"11:11:00","X4","DVVX10",106
2023-03-20,NA,"X8","TM",14.1
2023-03-20,"11:35:00","X8","TX",19.3
2023-03-20,"06:03:00","X8","TN",9.6
2023-03-20,NA,"X8","HRM",70
2023-03-20,"23:47:00","X8","HRX",94
2023-03-20,"10:11:00","X8","HRN",35
2023-03-20,NA,"X8","PM",1011.2
2023-03-20,"00:00:00","X8","PX",1013.5
2023-03-20,"16:31:00","X8","PN",1010
2023-03-20,NA,"X8","PPT",0
2023-03-20,NA,"X8","RS24h",19
2023-03-20,NA,"X8","VVM10",2
2023-03-20,NA,"X8","DVM10",180
2023-03-20,"14:17:00","X8","VVX10",6.6
2023-03-20,"14:17:00","X8","DVVX10",138
2023-03-21,NA,"D5","TM",12
2023-03-21,"12:58:00","D5","TX",17.1
2023-03-21,"06:38:00","D5","TN",9.1
2023-03-21,NA,"D5","HRM",85
2023-03-21,"20:30:00","D5","HRX",100
2023-03-21,"10:38:00","D5","HRN",62
2023-03-21,NA,"D5","PM",969.9
2023-03-21,"00:00:00","D5","PX",971.9
2023-03-21,"15:58:00","D5","PN",968.7
2023-03-21,NA,"D5","PPT",0
2023-03-21,NA,"D5","RS24h",16.6
2023-03-21,NA,"D5","VVM10",3
2023-03-21,NA,"D5","DVM10",260
2023-03-21,"04:48:00","D5","VVX10",8
2023-03-21,"04:48:00","D5","DVVX10",303
2023-03-21,NA,"X2","TM",14.4
2023-03-21,"10:17:00","X2","TX",18.2
2023-03-21,"06:06:00","X2","TN",10.7
2023-03-21,NA,"X2","HRM",77
2023-03-21,"06:02:00","X2","HRX",90
2023-03-21,"10:06:00","X2","HRN",60
2023-03-21,NA,"X4","TM",14.6
2023-03-21,"15:23:00","X4","TX",17.4
2023-03-21,"05:44:00","X4","TN",11.9
2023-03-21,NA,"X4","HRM",74
2023-03-21,"00:17:00","X4","HRX",86
2023-03-21,"09:54:00","X4","HRN",57
2023-03-21,NA,"X4","PM",1014.7
2023-03-21,"00:02:00","X4","PX",1016.8
2023-03-21,"16:02:00","X4","PN",1013.3
2023-03-21,NA,"X4","PPT",0
2023-03-21,NA,"X4","RS24h",17.4
2023-03-21,NA,"X4","VVM10",1.8
2023-03-21,NA,"X4","DVM10",224
2023-03-21,"10:31:00","X4","VVX10",6.7
2023-03-21,"10:31:00","X4","DVVX10",162
2023-03-21,NA,"X8","TM",13.7
2023-03-21,"12:47:00","X8","TX",18.5
2023-03-21,"05:41:00","X8","TN",9.8
2023-03-21,NA,"X8","HRM",80
2023-03-21,"03:17:00","X8","HRX",99
2023-03-21,"10:05:00","X8","HRN",57
2023-03-21,NA,"X8","PM",1008.9
2023-03-21,"00:00:00","X8","PX",1010.9
2023-03-21,"16:00:00","X8","PN",1007.6
2023-03-21,NA,"X8","PPT",0
2023-03-21,NA,"X8","RS24h",17.3
2023-03-21,NA,"X8","VVM10",1.6
2023-03-21,NA,"X8","DVM10",250
2023-03-21,"16:17:00","X8","VVX10",6.1
2023-03-21,"16:17:00","X8","DVVX10",205
2023-03-22,NA,"D5","TM",13.5
2023-03-22,"12:27:00","D5","TX",19.1
2023-03-22,"03:03:00","D5","TN",10
2023-03-22,NA,"D5","HRM",75
2023-03-22,"23:00:00","D5","HRX",100
