"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2023-11-27,NA,"D5","HRM",66
2023-11-27,"23:54:00","D5","HRX",80
2023-11-27,"16:03:00","D5","HRN",52
2023-11-27,NA,"D5","PM",963.1
2023-11-27,"00:00:00","D5","PX",967.2
2023-11-27,"23:57:00","D5","PN",958.8
2023-11-27,NA,"D5","PPT",0
2023-11-27,NA,"D5","RS24h",4.9
2023-11-27,NA,"D5","VVM10",4.3
2023-11-27,NA,"D5","DVM10",297
2023-11-27,"23:58:00","D5","VVX10",13.8
2023-11-27,"23:58:00","D5","DVVX10",318
2023-11-27,NA,"X2","TM",13.1
2023-11-27,"17:54:00","X2","TX",15.5
2023-11-27,"07:49:00","X2","TN",9.2
2023-11-27,NA,"X2","HRM",64
2023-11-27,"00:13:00","X2","HRX",93
2023-11-27,"12:15:00","X2","HRN",48
2023-11-27,NA,"X4","TM",13.9
2023-11-27,"20:14:00","X4","TX",16
2023-11-27,"07:15:00","X4","TN",11.3
2023-11-27,NA,"X4","HRM",56
2023-11-27,"00:00:00","X4","HRX",65
2023-11-27,"13:15:00","X4","HRN",44
2023-11-27,NA,"X4","PM",1007.7
2023-11-27,"00:00:00","X4","PX",1011.8
2023-11-27,"23:35:00","X4","PN",1003.5
2023-11-27,NA,"X4","PPT",0
2023-11-27,NA,"X4","RS24h",5.1
2023-11-27,NA,"X4","VVM10",1.9
2023-11-27,NA,"X4","DVM10",296
2023-11-27,"22:58:00","X4","VVX10",10.1
2023-11-27,"22:58:00","X4","DVVX10",347
2023-11-27,NA,"X8","TM",13
2023-11-27,"13:16:00","X8","TX",15.6
2023-11-27,"07:21:00","X8","TN",8.4
2023-11-27,NA,"X8","HRM",60
2023-11-27,"07:22:00","X8","HRX",76
2023-11-27,"13:06:00","X8","HRN",45
2023-11-27,NA,"X8","PM",1001.9
2023-11-27,"00:00:00","X8","PX",1006
2023-11-27,"23:52:00","X8","PN",997.5
2023-11-27,NA,"X8","PPT",0
2023-11-27,NA,"X8","RS24h",5
2023-11-27,NA,"X8","VVM10",2
2023-11-27,NA,"X8","DVM10",288
2023-11-27,"23:55:00","X8","VVX10",8.9
2023-11-27,"23:55:00","X8","DVVX10",307
2023-11-28,NA,"D5","TM",11.2
2023-11-28,"14:17:00","D5","TX",18
2023-11-28,"18:39:00","D5","TN",9.5
2023-11-28,NA,"D5","HRM",77
2023-11-28,"21:37:00","D5","HRX",100
2023-11-28,"14:12:00","D5","HRN",45
2023-11-28,NA,"D5","PM",959.4
2023-11-28,"23:34:00","D5","PX",961.7
2023-11-28,"05:25:00","D5","PN",957.7
2023-11-28,NA,"D5","PPT",0
2023-11-28,NA,"D5","RS24h",8.8
2023-11-28,NA,"D5","VVM10",5
2023-11-28,NA,"D5","DVM10",19
2023-11-28,"06:25:00","D5","VVX10",15.5
2023-11-28,"06:25:00","D5","DVVX10",332
2023-11-28,NA,"X2","TM",13.7
2023-11-28,"12:03:00","X2","TX",17
2023-11-28,"19:54:00","X2","TN",11.4
2023-11-28,NA,"X2","HRM",70
2023-11-28,"22:07:00","X2","HRX",88
2023-11-28,"11:48:00","X2","HRN",45
2023-11-28,NA,"X4","TM",14.5
2023-11-28,"12:05:00","X4","TX",17.8
2023-11-28,"08:00:00","X4","TN",12.9
2023-11-28,NA,"X4","HRM",63
2023-11-28,"22:50:00","X4","HRX",79
2023-11-28,"12:06:00","X4","HRN",39
2023-11-28,NA,"X4","PM",1003.5
2023-11-28,"23:35:00","X4","PX",1006
2023-11-28,"06:03:00","X4","PN",1000.8
2023-11-28,NA,"X4","PPT",0
2023-11-28,NA,"X4","RS24h",8.4
2023-11-28,NA,"X4","VVM10",2.2
2023-11-28,NA,"X4","DVM10",69
2023-11-28,"05:54:00","X4","VVX10",15.3
2023-11-28,"05:54:00","X4","DVVX10",312
2023-11-28,NA,"X8","TM",14
2023-11-28,"13:32:00","X8","TX",19.1
2023-11-28,"22:42:00","X8","TN",11.7
2023-11-28,NA,"X8","HRM",66
2023-11-28,"22:43:00","X8","HRX",92
2023-11-28,"13:33:00","X8","HRN",41
2023-11-28,NA,"X8","PM",997.8
2023-11-28,"23:36:00","X8","PX",1000.2
2023-11-28,"06:32:00","X8","PN",995.8
2023-11-28,NA,"X8","PPT",0
2023-11-28,NA,"X8","RS24h",8.1
2023-11-28,NA,"X8","VVM10",2.9
2023-11-28,NA,"X8","DVM10",354
2023-11-28,"05:53:00","X8","VVX10",13.6
2023-11-28,"05:53:00","X8","DVVX10",309
2023-11-29,NA,"D5","TM",11.5
2023-11-29,"14:40:00","D5","TX",14.2
2023-11-29,"09:57:00","D5","TN",10.2
2023-11-29,NA,"D5","HRM",93
2023-11-29,"14:00:00","D5","HRX",100
2023-11-29,"22:51:00","D5","HRN",72
2023-11-29,NA,"D5","PM",959.4
2023-11-29,"09:52:00","D5","PX",961.8
2023-11-29,"23:45:00","D5","PN",955.9
2023-11-29,NA,"D5","PPT",0.7
2023-11-29,NA,"D5","RS24h",2.7
2023-11-29,NA,"D5","VVM10",2.8
2023-11-29,NA,"D5","DVM10",202
2023-11-29,"23:38:00","D5","VVX10",10
2023-11-29,"23:38:00","D5","DVVX10",269
2023-11-29,NA,"X2","TM",13.4
2023-11-29,"14:37:00","X2","TX",14.8
2023-11-29,"23:46:00","X2","TN",11.6
2023-11-29,NA,"X2","HRM",86
2023-11-29,"23:53:00","X2","HRX",95
2023-11-29,"04:08:00","X2","HRN",76
2023-11-29,NA,"X4","TM",14
2023-11-29,"14:28:00","X4","TX",15.3
2023-11-29,"08:30:00","X4","TN",12.8
2023-11-29,NA,"X4","HRM",86
2023-11-29,"10:22:00","X4","HRX",100
2023-11-29,"04:35:00","X4","HRN",74
2023-11-29,NA,"X4","PM",1003.6
2023-11-29,"10:00:00","X4","PX",1006.1
2023-11-29,"23:49:00","X4","PN",999.8
2023-11-29,NA,"X4","PPT",0.5
2023-11-29,NA,"X4","RS24h",2.9
2023-11-29,NA,"X4","VVM10",1.2
2023-11-29,NA,"X4","DVM10",107
2023-11-29,"11:04:00","X4","VVX10",4.6
2023-11-29,"11:04:00","X4","DVVX10",67
2023-11-29,NA,"X8","TM",13.2
2023-11-29,"14:17:00","X8","TX",16
2023-11-29,"21:12:00","X8","TN",11.3
2023-11-29,NA,"X8","HRM",88
2023-11-29,"08:19:00","X8","HRX",100
2023-11-29,"14:17:00","X8","HRN",75
2023-11-29,NA,"X8","PM",997.8
2023-11-29,"09:35:00","X8","PX",1000.3
2023-11-29,"23:58:00","X8","PN",994.1
2023-11-29,NA,"X8","PPT",0.1
2023-11-29,NA,"X8","RS24h",3.2
2023-11-29,NA,"X8","VVM10",1.1
2023-11-29,NA,"X8","DVM10",108
2023-11-29,"10:29:00","X8","VVX10",4.3
2023-11-29,"10:29:00","X8","DVVX10",37
2023-11-30,NA,"D5","TM",17.1
2023-11-30,"13:37:00","D5","TX",22.7
2023-11-30,"00:25:00","D5","TN",13.4
2023-11-30,NA,"D5","HRM",60
2023-11-30,"21:49:00","D5","HRX",73
2023-11-30,"13:38:00","D5","HRN",40
2023-11-30,NA,"D5","PM",953.5
2023-11-30,"00:02:00","D5","PX",956
2023-11-30,"23:24:00","D5","PN",950.4
2023-11-30,NA,"D5","PPT",0
2023-11-30,NA,"D5","RS24h",8.5
2023-11-30,NA,"D5","VVM10",8
2023-11-30,NA,"D5","DVM10",247
2023-11-30,"22:38:00","D5","VVX10",19.2
2023-11-30,"22:38:00","D5","DVVX10",255
2023-11-30,NA,"X2","TM",16.8
2023-11-30,"12:32:00","X2","TX",22.5
2023-11-30,"01:06:00","X2","TN",11.1
2023-11-30,NA,"X2","HRM",71
2023-11-30,"01:10:00","X2","HRX",95
2023-11-30,"12:28:00","X2","HRN",44
2023-11-30,NA,"X4","TM",17.5
2023-11-30,"12:24:00","X4","TX",23.1
2023-11-30,"00:21:00","X4","TN",13.3
2023-11-30,NA,"X4","HRM",65
2023-11-30,"00:21:00","X4","HRX",87
2023-11-30,"12:30:00","X4","HRN",40
2023-11-30,NA,"X4","PM",997
2023-11-30,"00:00:00","X4","PX",1000.2
2023-11-30,"23:17:00","X4","PN",994
2023-11-30,NA,"X4","PPT",0
2023-11-30,NA,"X4","RS24h",8.5
2023-11-30,NA,"X4","VVM10",2.9
2023-11-30,NA,"X4","DVM10",245
2023-11-30,"19:27:00","X4","VVX10",12.4
2023-11-30,"19:27:00","X4","DVVX10",251
2023-11-30,NA,"X8","TM",16.9
2023-11-30,"12:22:00","X8","TX",23.6
2023-11-30,"05:43:00","X8","TN",10.5
2023-11-30,NA,"X8","HRM",67
2023-11-30,"05:45:00","X8","HRX",93
2023-11-30,"12:23:00","X8","HRN",39
2023-11-30,NA,"X8","PM",991.5
2023-11-30,"00:02:00","X8","PX",994.2
2023-11-30,"23:50:00","X8","PN",988.9
2023-11-30,NA,"X8","PPT",0
2023-11-30,NA,"X8","RS24h",7.9
2023-11-30,NA,"X8","VVM10",2.3
2023-11-30,NA,"X8","DVM10",247
2023-11-30,"21:52:00","X8","VVX10",10
2023-11-30,"21:52:00","X8","DVVX10",267
2023-12-01,NA,"D5","TM",13.1
2023-12-01,"11:06:00","D5","TX",17.3
2023-12-01,"23:07:00","D5","TN",7.2
2023-12-01,NA,"D5","HRM",73
2023-12-01,"09:09:00","D5","HRX",95
2023-12-01,"18:00:00","D5","HRN",61
2023-12-01,NA,"D5","PM",950.2
2023-12-01,"23:50:00","D5","PX",954.3
2023-12-01,"12:59:00","D5","PN",947.6
2023-12-01,NA,"D5","PPT",0
2023-12-01,NA,"D5","RS24h",4.5
2023-12-01,NA,"D5","VVM10",4
2023-12-01,NA,"D5","DVM10",263
2023-12-01,"14:57:00","D5","VVX10",15.1
2023-12-01,"14:57:00","D5","DVVX10",306
2023-12-01,NA,"X2","TM",15.1
2023-12-01,"00:03:00","X2","TX",19.8
2023-12-01,"23:38:00","X2","TN",10.8
2023-12-01,NA,"X2","HRM",71
2023-12-01,"07:36:00","X2","HRX",93
2023-12-01,"18:04:00","X2","HRN",51
2023-12-01,NA,"X4","TM",15.5
2023-12-01,"00:00:00","X4","TX",19.7
2023-12-01,"23:58:00","X4","TN",11.3
2023-12-01,NA,"X4","HRM",66
2023-12-01,"08:05:00","X4","HRX",93
2023-12-01,"18:00:00","X4","HRN",47
2023-12-01,NA,"X4","PM",993.9
2023-12-01,"23:59:00","X4","PX",999
2023-12-01,"13:00:00","X4","PN",990.8
2023-12-01,NA,"X4","PPT",0
2023-12-01,NA,"X4","RS24h",4.8
2023-12-01,NA,"X4","VVM10",3
2023-12-01,NA,"X4","DVM10",300
2023-12-01,"13:34:00","X4","VVX10",14.9
2023-12-01,"13:34:00","X4","DVVX10",322
2023-12-01,NA,"X8","TM",15.1
2023-12-01,"11:06:00","X8","TX",19.7
2023-12-01,"21:08:00","X8","TN",9.7
2023-12-01,NA,"X8","HRM",68
2023-12-01,"07:22:00","X8","HRX",92
2023-12-01,"18:02:00","X8","HRN",51
2023-12-01,NA,"X8","PM",988.3
2023-12-01,"23:58:00","X8","PX",993.1
2023-12-01,"12:35:00","X8","PN",985.2
2023-12-01,NA,"X8","PPT",0
2023-12-01,NA,"X8","RS24h",4.4
2023-12-01,NA,"X8","VVM10",2.6
2023-12-01,NA,"X8","DVM10",284
2023-12-01,"15:24:00","X8","VVX10",13.1
2023-12-01,"15:24:00","X8","DVVX10",295
2023-12-02,NA,"D5","TM",9
2023-12-02,"14:01:00","D5","TX",15.6
2023-12-02,"07:01:00","D5","TN",5.7
2023-12-02,NA,"D5","HRM",65
2023-12-02,"18:11:00","D5","HRX",83
2023-12-02,"14:12:00","D5","HRN",41
2023-12-02,NA,"D5","PM",962.9
2023-12-02,"23:40:00","D5","PX",969.9
2023-12-02,"00:01:00","D5","PN",954.1
2023-12-02,NA,"D5","PPT",0
2023-12-02,NA,"D5","RS24h",9.7
2023-12-02,NA,"D5","VVM10",3.8
2023-12-02,NA,"D5","DVM10",293
2023-12-02,"05:58:00","D5","VVX10",14.5
2023-12-02,"05:58:00","D5","DVVX10",336
2023-12-02,NA,"X2","TM",12
2023-12-02,"13:19:00","X2","TX",15.2
2023-12-02,"07:41:00","X2","TN",8.5
2023-12-02,NA,"X2","HRM",61
2023-12-02,"18:04:00","X2","HRX",77
2023-12-02,"12:04:00","X2","HRN",44
2023-12-02,NA,"X4","TM",12.7
2023-12-02,"13:06:00","X4","TX",16.7
2023-12-02,"07:03:00","X4","TN",10
2023-12-02,NA,"X4","HRM",54
2023-12-02,"18:24:00","X4","HRX",71
2023-12-02,"13:07:00","X4","HRN",37
2023-12-02,NA,"X4","PM",1007.8
2023-12-02,"23:44:00","X4","PX",1015
2023-12-02,"00:02:00","X4","PN",998.8
2023-12-02,NA,"X4","PPT",0
2023-12-02,NA,"X4","RS24h",9.7
2023-12-02,NA,"X4","VVM10",2.4
2023-12-02,NA,"X4","DVM10",299
2023-12-02,"03:25:00","X4","VVX10",14.4
2023-12-02,"03:25:00","X4","DVVX10",306
2023-12-02,NA,"X8","TM",11.6
2023-12-02,"13:22:00","X8","TX",16.8
2023-12-02,"07:12:00","X8","TN",8.5
2023-12-02,NA,"X8","HRM",57
2023-12-02,"19:05:00","X8","HRX",78
2023-12-02,"13:11:00","X8","HRN",34
2023-12-02,NA,"X8","PM",1002
2023-12-02,"23:42:00","X8","PX",1009.2
2023-12-02,"00:00:00","X8","PN",993
2023-12-02,NA,"X8","PPT",0
2023-12-02,NA,"X8","RS24h",9.5
2023-12-02,NA,"X8","VVM10",2.8
2023-12-02,NA,"X8","DVM10",313
2023-12-02,"04:32:00","X8","VVX10",13.3
2023-12-02,"04:32:00","X8","DVVX10",314
2023-12-03,NA,"D5","TM",7.8
2023-12-03,"12:42:00","D5","TX",14
2023-12-03,"05:32:00","D5","TN",4.3
2023-12-03,NA,"D5","HRM",68
2023-12-03,"19:00:00","D5","HRX",91
2023-12-03,"12:45:00","D5","HRN",51
2023-12-03,NA,"D5","PM",971.8
2023-12-03,"10:30:00","D5","PX",973.7
2023-12-03,"23:58:00","D5","PN",969.4
2023-12-03,NA,"D5","PPT",1.2
2023-12-03,NA,"D5","RS24h",8.9
2023-12-03,NA,"D5","VVM10",5.1
2023-12-03,NA,"D5","DVM10",274
2023-12-03,"05:24:00","D5","VVX10",11.4
2023-12-03,"05:24:00","D5","DVVX10",322
2023-12-03,NA,"X2","TM",10.8
2023-12-03,"13:06:00","X2","TX",13.7
2023-12-03,"07:39:00","X2","TN",8.3
2023-12-03,NA,"X2","HRM",62
2023-12-03,"19:38:00","X2","HRX",77
2023-12-03,"11:01:00","X2","HRN",49
2023-12-03,NA,"X4","TM",11.3
2023-12-03,"11:55:00","X4","TX",14.5
2023-12-03,"07:31:00","X4","TN",8.9
2023-12-03,NA,"X4","HRM",56
2023-12-03,"19:30:00","X4","HRX",70
2023-12-03,"10:06:00","X4","HRN",44
2023-12-03,NA,"X4","PM",1017.2
2023-12-03,"10:30:00","X4","PX",1019.3
2023-12-03,"23:59:00","X4","PN",1014.8
2023-12-03,NA,"X4","PPT",0
2023-12-03,NA,"X4","RS24h",8.5
2023-12-03,NA,"X4","VVM10",1.6
2023-12-03,NA,"X4","DVM10",274
2023-12-03,"05:24:00","X4","VVX10",7.1
2023-12-03,"05:24:00","X4","DVVX10",332
2023-12-03,NA,"X8","TM",9.9
2023-12-03,"12:51:00","X8","TX",14.5
2023-12-03,"04:06:00","X8","TN",6.9
2023-12-03,NA,"X8","HRM",64
2023-12-03,"19:21:00","X8","HRX",87
2023-12-03,"12:31:00","X8","HRN",49
2023-12-03,NA,"X8","PM",1011.3
2023-12-03,"10:30:00","X8","PX",1013.4
2023-12-03,"23:59:00","X8","PN",1008.8
2023-12-03,NA,"X8","PPT",0.8
2023-12-03,NA,"X8","RS24h",8.5
2023-12-03,NA,"X8","VVM10",2
2023-12-03,NA,"X8","DVM10",281
2023-12-03,"05:18:00","X8","VVX10",10.6
2023-12-03,"05:18:00","X8","DVVX10",341
2023-12-04,NA,"D5","TM",10.4
2023-12-04,"13:28:00","D5","TX",15.6
2023-12-04,"00:00:00","D5","TN",7.9
2023-12-04,NA,"D5","HRM",63
2023-12-04,"05:47:00","D5","HRX",86
2023-12-04,"13:42:00","D5","HRN",42
2023-12-04,NA,"D5","PM",965.9
2023-12-04,"00:00:00","D5","PX",969.4
2023-12-04,"15:03:00","D5","PN",962.9
2023-12-04,NA,"D5","PPT",0
2023-12-04,NA,"D5","RS24h",7.7
2023-12-04,NA,"D5","VVM10",5.1
2023-12-04,NA,"D5","DVM10",267
2023-12-04,"14:01:00","D5","VVX10",12.1
2023-12-04,"14:01:00","D5","DVVX10",252
2023-12-04,NA,"X2","TM",12.5
2023-12-04,"12:38:00","X2","TX",15.7
2023-12-04,"05:00:00","X2","TN",9.6
2023-12-04,NA,"X2","HRM",60
2023-12-04,"06:07:00","X2","HRX",82
2023-12-04,"16:01:00","X2","HRN",44
2023-12-04,NA,"X4","TM",13.3
2023-12-04,"14:51:00","X4","TX",16.3
2023-12-04,"00:04:00","X4","TN",10.8
2023-12-04,NA,"X4","HRM",53
2023-12-04,"06:00:00","X4","HRX",68
2023-12-04,"15:43:00","X4","HRN",40
2023-12-04,NA,"X4","PM",1010.8
2023-12-04,"00:00:00","X4","PX",1014.8
2023-12-04,"15:07:00","X4","PN",1007.9
2023-12-04,NA,"X4","PPT",0
2023-12-04,NA,"X4","RS24h",7.8
2023-12-04,NA,"X4","VVM10",2
2023-12-04,NA,"X4","DVM10",268
2023-12-04,"16:17:00","X4","VVX10",9.7
2023-12-04,"16:17:00","X4","DVVX10",311
2023-12-04,NA,"X8","TM",12.6
2023-12-04,"12:44:00","X8","TX",17.2
2023-12-04,"00:19:00","X8","TN",9.4
2023-12-04,NA,"X8","HRM",57
2023-12-04,"06:50:00","X8","HRX",76
2023-12-04,"12:54:00","X8","HRN",38
2023-12-04,NA,"X8","PM",1005
2023-12-04,"00:00:00","X8","PX",1008.9
2023-12-04,"15:22:00","X8","PN",1002.1
2023-12-04,NA,"X8","PPT",0
2023-12-04,NA,"X8","RS24h",7.3
2023-12-04,NA,"X8","VVM10",2.4
2023-12-04,NA,"X8","DVM10",287
2023-12-04,"17:42:00","X8","VVX10",10
2023-12-04,"17:42:00","X8","DVVX10",307
2023-12-05,NA,"D5","TM",8.4
2023-12-05,"12:08:00","D5","TX",11.2
2023-12-05,"07:36:00","D5","TN",5.7
2023-12-05,NA,"D5","HRM",73
2023-12-05,"07:36:00","D5","HRX",84
2023-12-05,"19:00:00","D5","HRN",62
2023-12-05,NA,"D5","PM",967.8
2023-12-05,"10:30:00","D5","PX",969.1
2023-12-05,"04:52:00","D5","PN",965.4
2023-12-05,NA,"D5","PPT",0.4
2023-12-05,NA,"D5","RS24h",5.5
2023-12-05,NA,"D5","VVM10",4.7
2023-12-05,NA,"D5","DVM10",352
2023-12-05,"05:48:00","D5","VVX10",14.2
2023-12-05,"05:48:00","D5","DVVX10",325
2023-12-05,NA,"X2","TM",11.4
2023-12-05,"12:23:00","X2","TX",13.9
2023-12-05,"22:28:00","X2","TN",9.2
2023-12-05,NA,"X2","HRM",66
2023-12-05,"02:15:00","X2","HRX",76
2023-12-05,"18:29:00","X2","HRN",57
2023-12-05,NA,"X4","TM",11.9
2023-12-05,"11:19:00","X4","TX",14.3
2023-12-05,"07:15:00","X4","TN",9.9
2023-12-05,NA,"X4","HRM",60
2023-12-05,"13:31:00","X4","HRX",66
2023-12-05,"19:00:00","X4","HRN",51
2023-12-05,NA,"X4","PM",1012.8
2023-12-05,"10:00:00","X4","PX",1014.3
2023-12-05,"00:00:00","X4","PN",1010.3
2023-12-05,NA,"X4","PPT",0.2
2023-12-05,NA,"X4","RS24h",5.9
2023-12-05,NA,"X4","VVM10",1.8
2023-12-05,NA,"X4","DVM10",334
2023-12-05,"03:42:00","X4","VVX10",9.7
2023-12-05,"03:42:00","X4","DVVX10",313
2023-12-05,NA,"X8","TM",11
2023-12-05,"11:24:00","X8","TX",13.9
2023-12-05,"21:28:00","X8","TN",8.1
2023-12-05,NA,"X8","HRM",63
2023-12-05,"16:32:00","X8","HRX",71
2023-12-05,"19:37:00","X8","HRN",52
2023-12-05,NA,"X8","PM",1006.9
2023-12-05,"10:34:00","X8","PX",1008.3
2023-12-05,"04:51:00","X8","PN",1004.5
2023-12-05,NA,"X8","PPT",0
2023-12-05,NA,"X8","RS24h",5.6
2023-12-05,NA,"X8","VVM10",2.3
2023-12-05,NA,"X8","DVM10",330
2023-12-05,"05:54:00","X8","VVX10",10.1
2023-12-05,"05:54:00","X8","DVVX10",303
2023-12-06,NA,"D5","TM",9.1
2023-12-06,"13:37:00","D5","TX",15.4
2023-12-06,"06:57:00","D5","TN",6.9
2023-12-06,NA,"D5","HRM",67
2023-12-06,"07:42:00","D5","HRX",89
2023-12-06,"13:05:00","D5","HRN",44
2023-12-06,NA,"D5","PM",968.5
2023-12-06,"23:33:00","D5","PX",971.2
2023-12-06,"04:01:00","D5","PN",966.3
2023-12-06,NA,"D5","PPT",0
2023-12-06,NA,"D5","RS24h",8.7
2023-12-06,NA,"D5","VVM10",3.7
2023-12-06,NA,"D5","DVM10",259
2023-12-06,"02:03:00","D5","VVX10",8.7
2023-12-06,"02:03:00","D5","DVVX10",349
2023-12-06,NA,"X2","TM",10.7
2023-12-06,"13:14:00","X2","TX",13.8
2023-12-06,"23:54:00","X2","TN",7.3
2023-12-06,NA,"X2","HRM",67
2023-12-06,"22:05:00","X2","HRX",85
2023-12-06,"12:36:00","X2","HRN",53
2023-12-06,NA,"X4","TM",11.8
2023-12-06,"14:14:00","X4","TX",14.6
2023-12-06,"23:58:00","X4","TN",10
2023-12-06,NA,"X4","HRM",57
2023-12-06,"17:32:00","X4","HRX",70
2023-12-06,"12:30:00","X4","HRN",48
2023-12-06,NA,"X4","PM",1013.5
2023-12-06,"23:30:00","X4","PX",1016.4
2023-12-06,"03:42:00","X4","PN",1011.4
2023-12-06,NA,"X4","PPT",0
2023-12-06,NA,"X4","RS24h",8.1
2023-12-06,NA,"X4","VVM10",1.2
2023-12-06,NA,"X4","DVM10",299
2023-12-06,"13:33:00","X4","VVX10",6
2023-12-06,"13:33:00","X4","DVVX10",182
2023-12-06,NA,"X8","TM",10.7
2023-12-06,"12:06:00","X8","TX",15.9
2023-12-06,"07:07:00","X8","TN",6.9
2023-12-06,NA,"X8","HRM",60
2023-12-06,"20:27:00","X8","HRX",76
2023-12-06,"12:23:00","X8","HRN",41
2023-12-06,NA,"X8","PM",1007.7
2023-12-06,"23:27:00","X8","PX",1010.5
2023-12-06,"04:00:00","X8","PN",1005.5
2023-12-06,NA,"X8","PPT",0
2023-12-06,NA,"X8","RS24h",8.6
2023-12-06,NA,"X8","VVM10",1.4
2023-12-06,NA,"X8","DVM10",268
2023-12-06,"01:30:00","X8","VVX10",5.1
2023-12-06,"01:30:00","X8","DVVX10",341
2023-12-07,NA,"D5","TM",10
2023-12-07,"13:23:00","D5","TX",16.2
2023-12-07,"05:27:00","D5","TN",5.7
2023-12-07,NA,"D5","HRM",69
2023-12-07,"19:47:00","D5","HRX",88
2023-12-07,"13:03:00","D5","HRN",40
2023-12-07,NA,"D5","PM",968.6
2023-12-07,"00:07:00","D5","PX",971.1
2023-12-07,"23:58:00","D5","PN",964.2
2023-12-07,NA,"D5","PPT",0.2
2023-12-07,NA,"D5","RS24h",7.5
2023-12-07,NA,"D5","VVM10",4.7
2023-12-07,NA,"D5","DVM10",262
2023-12-07,"05:31:00","D5","VVX10",11.3
2023-12-07,"05:31:00","D5","DVVX10",292
2023-12-07,NA,"X2","TM",11.6
2023-12-07,"12:32:00","X2","TX",16
2023-12-07,"01:46:00","X2","TN",6.5
2023-12-07,NA,"X2","HRM",71
2023-12-07,"01:46:00","X2","HRX",84
2023-12-07,"11:13:00","X2","HRN",49
2023-12-07,NA,"X4","TM",12.5
2023-12-07,"12:51:00","X4","TX",16.3
2023-12-07,"06:04:00","X4","TN",9.1
2023-12-07,NA,"X4","HRM",63
2023-12-07,"19:30:00","X4","HRX",80
2023-12-07,"10:29:00","X4","HRN",44
2023-12-07,NA,"X4","PM",1013.6
2023-12-07,"00:00:00","X4","PX",1016.3
2023-12-07,"23:59:00","X4","PN",1008.9
2023-12-07,NA,"X4","PPT",0.4
2023-12-07,NA,"X4","RS24h",7.5
2023-12-07,NA,"X4","VVM10",2.1
2023-12-07,NA,"X4","DVM10",267
2023-12-07,"18:07:00","X4","VVX10",8
2023-12-07,"18:07:00","X4","DVVX10",263
2023-12-07,NA,"X8","TM",11.9
2023-12-07,"12:44:00","X8","TX",17
2023-12-07,"02:48:00","X8","TN",7
2023-12-07,NA,"X8","HRM",66
2023-12-07,"23:59:00","X8","HRX",88
2023-12-07,"11:02:00","X8","HRN",39
2023-12-07,NA,"X8","PM",1007.8
2023-12-07,"00:10:00","X8","PX",1010.4
2023-12-07,"23:58:00","X8","PN",1003.1
2023-12-07,NA,"X8","PPT",0.5
2023-12-07,NA,"X8","RS24h",7.2
2023-12-07,NA,"X8","VVM10",2
2023-12-07,NA,"X8","DVM10",268
2023-12-07,"14:01:00","X8","VVX10",5.7
2023-12-07,"14:01:00","X8","DVVX10",215
2023-12-08,NA,"D5","TM",10.2
2023-12-08,"14:50:00","D5","TX",14.2
2023-12-08,"07:03:00","D5","TN",8.2
2023-12-08,NA,"D5","HRM",80
2023-12-08,"02:33:00","D5","HRX",100
2023-12-08,"23:53:00","D5","HRN",59
2023-12-08,NA,"D5","PM",965.3
2023-12-08,"23:30:00","D5","PX",970.5
2023-12-08,"04:47:00","D5","PN",963
2023-12-08,NA,"D5","PPT",0.9
2023-12-08,NA,"D5","RS24h",7.6
2023-12-08,NA,"D5","VVM10",4.5
2023-12-08,NA,"D5","DVM10",324
2023-12-08,"21:05:00","D5","VVX10",11.5
2023-12-08,"21:05:00","D5","DVVX10",353
2023-12-08,NA,"X2","TM",12.7
2023-12-08,"15:57:00","X2","TX",15.7
2023-12-08,"22:10:00","X2","TN",10
2023-12-08,NA,"X2","HRM",76
2023-12-08,"01:03:00","X2","HRX",95
2023-12-08,"16:01:00","X2","HRN",54
2023-12-08,NA,"X4","TM",13.6
2023-12-08,"14:19:00","X4","TX",16.5
2023-12-08,"23:59:00","X4","TN",11.5
2023-12-08,NA,"X4","HRM",66
2023-12-08,"01:38:00","X4","HRX",86
2023-12-08,"16:00:00","X4","HRN",50
2023-12-08,NA,"X4","PM",1010
2023-12-08,"23:30:00","X4","PX",1015.4
2023-12-08,"04:47:00","X4","PN",1007.8
2023-12-08,NA,"X4","PPT",1
2023-12-08,NA,"X4","RS24h",8.2
2023-12-08,NA,"X4","VVM10",1.7
2023-12-08,NA,"X4","DVM10",307
2023-12-08,"08:34:00","X4","VVX10",8
2023-12-08,"08:34:00","X4","DVVX10",316
2023-12-08,NA,"X8","TM",12.7
2023-12-08,"13:30:00","X8","TX",16.9
2023-12-08,"23:28:00","X8","TN",9.5
2023-12-08,NA,"X8","HRM",72
2023-12-08,"01:00:00","X8","HRX",100
2023-12-08,"15:35:00","X8","HRN",53
2023-12-08,NA,"X8","PM",1004.2
2023-12-08,"23:31:00","X8","PX",1009.6
2023-12-08,"04:43:00","X8","PN",1002
2023-12-08,NA,"X8","PPT",0.9
2023-12-08,NA,"X8","RS24h",7.3
2023-12-08,NA,"X8","VVM10",2
2023-12-08,NA,"X8","DVM10",309
2023-12-08,"18:50:00","X8","VVX10",10.1
2023-12-08,"18:50:00","X8","DVVX10",302
2023-12-09,NA,"D5","TM",11.1
2023-12-09,"14:38:00","D5","TX",16.8
2023-12-09,"06:54:00","D5","TN",7.3
2023-12-09,NA,"D5","HRM",62
