"codi_districte","nom_districte","codi_barri","nom_barri","codi_aeb","codi_seccio_censal","geometria_etrs89","geometria_wgs84"
"06","Gràcia","30","la Salut","120","022","POLYGON ((429360.636584197 4585193.96037472, 429352.558609917 4585197.06743868, 429353.310566444 4585191.62743351, 429354.890515601 4585185.27542188, 429357.294496284 4585182.88840308, 429360.874467522 4585179.33437507, 429366.219406239 4585171.7283336, 429371.552345052 4585164.13429223, 429374.886314374 4585160.33626622, 429379.753267534 4585154.53422829, 429385.025219297 4585148.56318715, 429394.033146467 4585139.56311668, 429402.435077806 4585131.07705097, 429405.851050594 4585127.71502424, 429409.315022987 4585124.30399713, 429406.721995264 4585120.79001835, 429402.323950375 4585115.0970543, 429400.416930914 4585112.6290699, 429397.285898956 4585108.57609549, 429389.294817404 4585098.23316082, 429382.70974158 4585088.62921482, 429376.307573134 4585067.41426914, 429370.07741219 4585047.14232195, 429366.272314413 4585034.82635419, 429362.447216121 4585022.4453866, 429351.166926264 4584985.93448219, 429349.987895968 4584982.11849218, 429333.82683443 4584974.16462231, 429330.547893528 4584981.52664733, 429329.284916294 4584984.36265696, 429328.159936571 4584986.88866555, 429325.616982144 4584992.56568496, 429324.562001056 4584994.92169301, 429321.887050401 4585001.0697134, 429321.487058557 4585002.08671644, 429321.229063812 4585002.74171839, 429320.956069378 4585003.43572046, 429319.858097084 4585006.89372869, 429319.208114292 4585009.04173354, 429319.06911796 4585009.49973458, 429318.373131943 4585011.24273987, 429317.819141059 4585012.37774411, 429316.58217265 4585016.32075337, 429316.419176808 4585016.83975459, 429315.665185901 4585017.96876043, 429314.395192476 4585018.77477044, 429312.744200646 4585019.77478345, 429311.294206852 4585020.5317949, 429309.614213111 4585021.29180818, 429307.287222714 4585022.46182656, 429305.448233727 4585023.81584102, 429304.386242481 4585024.89784933, 429303.226253965 4585026.32085836, 429301.945269692 4585028.27386828, 429300.676285621 4585030.25287809, 429298.1483186 4585034.35089763, 429297.33732919 4585035.66690389, 429296.833334018 4585036.26490782, 429290.589393876 4585043.67895648, 429288.870410362 4585045.72096988, 429285.736442429 4585049.69599426, 429252.841230555 4585022.64526079, 429213.126953877 4584987.36758297, 429136.076458825 4584924.15520722, 429157.317216733 4584894.11004245, 429205.167665271 4584825.66367136, 429267.237919942 4584733.1201906, 429316.481328594 4584659.6988092, 429335.755101314 4584631.48565984, 429417.6275225 4584685.51199844, 429441.8926511 4584701.99580234, 429482.955867351 4584729.71847051, 429523.570086629 4584757.81314221, 429565.416314319 4584786.97980391, 429530.463800301 4584847.39607339, 429475.231639344 4584951.78349786, 429438.792178948 4585018.9057782, 429480.989497065 4585059.41243538, 429480.612562365 4585067.59443714, 429479.000605503 4585072.97944917, 429428.767083709 4585132.20284076, 429417.228399502 4585171.62992675, 429408.931356351 4585166.09799378, 429399.643335216 4585163.31206829, 429389.892354874 4585165.63414571, 429383.390388964 4585169.81319693, 429360.636584197 4585193.96037472))","POLYGON ((2.15474790167085 41.4151945836118, 2.15465088999669 41.4152218576078, 2.15466052206328 41.4151729277346, 2.15468016711385 41.4151158565654, 2.15470920821779 41.4150945689543, 2.15475245567029 41.4150628739148, 2.15481729306696 41.4149948391019, 2.15488198535459 41.4149269112759, 2.15492231782315 41.4148929969556, 2.15498122546157 41.4148411679882, 2.15504499830439 41.4147878524309, 2.15515382328498 41.4147075838039, 2.1552553376475 41.4146318912747, 2.15529659998264 41.414601910896, 2.15533844228274 41.414571493391, 2.15530782836733 41.4145396165915, 2.15525587287829 41.4144879559555, 2.15523334462177 41.4144655602607, 2.15519635683898 41.4144287816464, 2.15510195594451 41.4143349248149, 2.15502429095509 41.4142478472355, 2.15495016995668 41.4140562099618, 2.15487799723458 41.4138730809726, 2.15483391001405 41.4137618214629, 2.15478959124 41.4136499747498, 2.15465889508003 41.4133201438075, 2.15464523460482 41.4132856710356, 2.15445281047479 41.4132126127966, 2.15441272088593 41.4132786313488, 2.15439727918308 41.4133040631165, 2.15438352470187 41.4133267149592, 2.15435243726373 41.4133776220232, 2.15433954008485 41.4133987488876, 2.15430681832894 41.4134538864508, 2.15430191395012 41.4134630110206, 2.15429875073772 41.4134688876765, 2.15429540350973 41.4134751142719, 2.15428186319598 41.4135061626306, 2.15427383574146 41.4135254517018, 2.15427211925715 41.4135295645127, 2.15426358872131 41.4135452018653, 2.15425682807025 41.4135553756793, 2.15424156808112 41.4135907800214, 2.15423955733143 41.4135954401256, 2.15423040453288 41.4136055423224, 2.15421511591336 41.413612690038, 2.15419524628336 41.4136215515492, 2.1541778098211 41.4136282421169, 2.15415762123918 41.4136349394876, 2.15412964394687 41.4136452726979, 2.15410748369393 41.4136573060088, 2.15409465137859 41.4136669578128, 2.15408060675228 41.413679672254, 2.15406505256757 41.4136971495587, 2.15404963890914 41.4137148620877, 2.15401891486177 41.4137515489428, 2.15400905821044 41.4137633303459, 2.15400295841361 41.4137686719922, 2.15392738798961 41.4138348980634, 2.15390658299611 41.4138531384277, 2.15386862283476 41.4138886641517, 2.15347821973737 41.4136421337666, 2.15300719783327 41.4133209046567, 2.15209275905161 41.4127447857179, 2.15235040210723 41.4124760534004, 2.15293089282206 41.4118638002977, 2.15368431188287 41.411035762389, 2.15428202311656 41.4103788166769, 2.15451590164199 41.4101264064984, 2.15548908526648 41.410620194658, 2.15577746266988 41.4107707884283, 2.15626549903894 41.4110240795788, 2.15674812418932 41.4112806798061, 2.15724536789893 41.4115470410043, 2.15682016555087 41.4120881232857, 2.1561472044458 41.4130234557288, 2.15570341098416 41.4136248015102, 2.15620354678633 41.4139933329758, 2.15619808331408 41.4140669920033, 2.15617816968966 41.4141153512603, 2.1555702526306 41.4146443435832, 2.15542759924703 41.4149984345231, 2.15532897516449 41.4149478818058, 2.15521817427805 41.4149219741564, 2.15510123823679 41.4149420314962, 2.15502295801962 41.4149790992519, 2.15474790167085 41.4151945836118))"
"06","Gràcia","30","la Salut","120","023","POLYGON ((429587.788732046 4585341.19754031, 429580.339741718 4585342.30159956, 429568.475694684 4585336.23169513, 429563.509635848 4585328.78273588, 429520.46695868 4585243.2510923, 429510.904862938 4585231.10717043, 429496.94977819 4585220.2772834, 429478.851654111 4585204.45543019, 429453.81750182 4585184.99463286, 429429.577481777 4585182.12682664, 429418.68340706 4585172.598915, 429417.228399502 4585171.62992675, 429428.767083709 4585132.20284076, 429479.000605503 4585072.97944917, 429480.612562365 4585067.59443714, 429480.989497065 4585059.41243538, 429481.789358366 4585042.03343168, 429485.513256878 4585029.36340392, 429533.917924162 4584988.35802412, 429547.546021431 4585000.75391351, 429584.947730571 4585090.21460141, 429689.535779679 4584972.5317852, 429799.994392875 4585051.03189196, 429796.278401909 4585052.10992144, 429765.902552528 4585070.54716093, 429738.98477342 4585097.84537147, 429707.256047821 4585131.78261937, 429675.526379429 4585172.89286618, 429647.935710553 4585214.00407997, 429623.932124876 4585265.59926355, 429598.82568235 4585335.12745319, 429587.788732046 4585341.19754031))","POLYGON ((2.15744852418895 41.4165406261978, 2.15735927040561 41.4165499172951, 2.1572180268514 41.4164942082857, 2.15715947664116 41.4164266831512, 2.15665444828851 41.415652559195, 2.15654145689345 41.4155423449558, 2.15637575265721 41.4154435802109, 2.15616106138132 41.4152994909874, 2.15586380940799 41.4151220179773, 2.15557412477541 41.4150940605033, 2.15544489456483 41.4150072896115, 2.15542759924703 41.4149984345231, 2.1555702526306 41.4146443435832, 2.15617816968966 41.4141153512603, 2.15619808331408 41.4140669920033, 2.15620354678633 41.4139933329758, 2.15621514225693 41.4138368772408, 2.15626117262732 41.413723089978, 2.15684507290813 41.4133580160201, 2.15700667812246 41.4134708557941, 2.157443746545 41.4142798715213, 2.15870874930774 41.4132291046024, 2.16002118328359 41.4139457811916, 2.15997659904984 41.4139551659908, 2.15961103359146 41.414118569112, 2.15928581072531 41.414362080761, 2.15890225397019 41.4146649659275, 2.15851784852894 41.4150324541179, 2.15818295983807 41.4154003120244, 2.15788976570069 41.4158629080878, 2.15758128492317 41.4164869223002, 2.15744852418895 41.4165406261978))"
"06","Gràcia","30","la Salut","120","024","POLYGON ((429689.535779679 4584972.5317852, 429584.947730571 4585090.21460141, 429547.546021431 4585000.75391351, 429533.917924162 4584988.35802412, 429485.513256878 4585029.36340392, 429481.789358366 4585042.03343168, 429480.989497065 4585059.41243538, 429438.792178948 4585018.9057782, 429475.231639344 4584951.78349786, 429530.463800301 4584847.39607339, 429565.416314319 4584786.97980391, 429590.769018975 4584750.32460734, 429674.352541328 4584817.05093029, 429699.640666134 4584833.07172609, 429719.69375037 4584843.92856444, 429731.791794226 4584849.60546706, 429761.52588172 4584861.0132281, 429787.874933662 4584867.91401684, 429833.767462675 4584809.54465974, 429964.713203765 4584904.38260045, 429905.918973414 4585000.00205478, 429907.296074567 4585012.70304184, 429913.753152437 4585022.55998881, 429913.264255746 4585035.50399072, 429911.275334097 4585045.29700508, 429895.014490944 4585064.72113182, 429885.285486332 4585064.00020955, 429857.716386759 4585051.11243147, 429838.742298654 4585039.78858458, 429799.994392875 4585051.03189196, 429689.535779679 4584972.5317852))","POLYGON ((2.15870874930774 41.4132291046024, 2.157443746545 41.4142798715213, 2.15700667812246 41.4134708557941, 2.15684507290813 41.4133580160201, 2.15626117262732 41.413723089978, 2.15621514225693 41.4138368772408, 2.15620354678633 41.4139933329758, 2.15570341098416 41.4136248015102, 2.1561472044458 41.4130234557288, 2.15682016555087 41.4120881232857, 2.15724536789893 41.4115470410043, 2.15755294868981 41.4112191230431, 2.1585451671704 41.4118274194393, 2.15884584988451 41.4119739249783, 2.15908450209012 41.4120734621772, 2.15922858292898 41.4121256497026, 2.15958299544354 41.4122309941782, 2.15989743363745 41.4122954492647, 2.16045325960769 41.4117737463279, 2.16200890115955 41.412639337395, 2.16129440665492 41.4134954202789, 2.16130941108421 41.4136099333874, 2.16138552308646 41.4136992743271, 2.16137817429026 41.4138158134349, 2.16135324379592 41.4139038419654, 2.1611564438249 41.4140773694301, 2.16104012662235 41.4140700276108, 2.16071177584713 41.4139515465488, 2.16048607782277 41.4138479007, 2.16002118328359 41.4139457811916, 2.15870874930774 41.4132291046024))"
"06","Gràcia","30","la Salut","120","025","POLYGON ((429833.767462675 4584809.54465974, 429787.874933662 4584867.91401684, 429761.52588172 4584861.0132281, 429731.791794226 4584849.60546706, 429719.69375037 4584843.92856444, 429699.640666134 4584833.07172609, 429674.352541328 4584817.05093029, 429590.769018975 4584750.32460734, 429642.776455687 4584680.47120328, 429664.254565244 4584694.52502978, 429820.327386623 4584799.81176846, 429833.767462675 4584809.54465974))","POLYGON ((2.16045325960769 41.4117737463279, 2.15989743363745 41.4122954492647, 2.15958299544354 41.4122309941782, 2.15922858292898 41.4121256497026, 2.15908450209012 41.4120734621772, 2.15884584988451 41.4119739249783, 2.1585451671704 41.4118274194393, 2.15755294868981 41.4112191230431, 2.1581832759852 41.4105945342739, 2.15843859906094 41.4107229915783, 2.16029359308797 41.4116849123852, 2.16045325960769 41.4117737463279))"
"06","Gràcia","30","la Salut","120","026","POLYGON ((429590.769018975 4584750.32460734, 429565.416314319 4584786.97980391, 429523.570086629 4584757.81314221, 429482.955867351 4584729.71847051, 429441.8926511 4584701.99580234, 429417.6275225 4584685.51199844, 429461.301137778 4584637.92065745, 429433.983935831 4584612.19387933, 429467.988567546 4584566.52161518, 429510.457794472 4584595.60527191, 429586.120198771 4584647.41966035, 429632.531422508 4584676.15928568, 429642.776455687 4584680.47120328, 429590.769018975 4584750.32460734))","POLYGON ((2.15755294868981 41.4112191230431, 2.15724536789893 41.4115470410043, 2.15674812418932 41.4112806798061, 2.15626549903894 41.4110240795788, 2.15577746266988 41.4107707884283, 2.15548908526648 41.410620194658, 2.15601712912713 41.4101953917922, 2.15569331794955 41.4099612827631, 2.15610545696211 41.4095529148442, 2.1566101478672 41.409818585792, 2.15750930632699 41.4102918901688, 2.15806120939212 41.4105548015974, 2.1581832759852 41.4105945342739, 2.15755294868981 41.4112191230431))"
"06","Gràcia","30","la Salut","120","027","POLYGON ((429461.301137778 4584637.92065745, 429417.6275225 4584685.51199844, 429335.755101314 4584631.48565984, 429379.428586304 4584567.5573214, 429269.987150848 4584511.32720304, 429308.721716255 4584457.40890247, 429421.349320077 4584534.79899212, 429463.936545895 4584563.74664793, 429467.988567546 4584566.52161518, 429433.983935831 4584612.19387933, 429461.301137778 4584637.92065745))","POLYGON ((2.15601712912713 41.4101953917922, 2.15548908526648 41.410620194658, 2.15451590164199 41.4101264064984, 2.15504585276345 41.4095544670325, 2.15374312787527 41.4090384011669, 2.15421282185014 41.408556187349, 2.1555511903287 41.4092631074044, 2.15605730423856 41.4095275662012, 2.15610545696211 41.4095529148442, 2.15569331794955 41.4099612827631, 2.15601712912713 41.4101953917922))"
"06","Gràcia","31","la Vila de Gràcia","121","028","POLYGON ((429569.599142152 4584514.69581271, 429510.457794472 4584595.60527191, 429467.988567546 4584566.52161518, 429463.936545895 4584563.74664793, 429421.349320077 4584534.79899212, 429308.721716255 4584457.40890247, 429321.20557397 4584439.75380565, 429336.64739425 4584417.44868595, 429344.225308255 4584406.77862717, 429368.269032171 4584372.51944072, 429397.357193185 4584393.1432055, 429432.099383254 4584417.4939246, 429480.567651513 4584451.85253265, 429569.599142152 4584514.69581271))","POLYGON ((2.15732710292866 41.4090950494221, 2.1566101478672 41.409818585792, 2.15610545696211 41.4095529148442, 2.15605730423856 41.4095275662012, 2.1555511903287 41.4092631074044, 2.15421282185014 41.408556187349, 2.15436423160882 41.4083982724877, 2.15455157033309 41.4081987364846, 2.1546434722401 41.4081033014948, 2.15493511031854 41.407796855194, 2.15528068976033 41.4079851609772, 2.15569347690425 41.4082075293804, 2.15626930917153 41.4085212378859, 2.15732710292866 41.4090950494221))"
"06","Gràcia","31","la Vila de Gràcia","121","029","POLYGON ((429697.29583821 4584603.86378025, 429642.776455687 4584680.47120328, 429632.531422508 4584676.15928568, 429586.120198771 4584647.41966035, 429510.457794472 4584595.60527191, 429569.599142152 4584514.69581271, 429631.553459032 4584429.97033168, 429650.462556831 4584442.5141789, 429676.570693314 4584460.01496791, 429757.956133706 4584516.44030991, 429697.29583821 4584603.86378025))","POLYGON ((2.15884442762322 41.4099093306812, 2.1581832759852 41.4105945342739, 2.15806120939212 41.4105548015974, 2.15750930632699 41.4102918901688, 2.1566101478672 41.409818585792, 2.15732710292866 41.4090950494221, 2.15807813799368 41.4083373851314, 2.15830289386263 41.408452017983, 2.15861319863364 41.408611925573, 2.15958028704405 41.4091272436524, 2.15884442762322 41.4099093306812))"
"06","Gràcia","31","la Vila de Gràcia","121","030","POLYGON ((429827.081330857 4584416.81777395, 429757.956133706 4584516.44030991, 429676.570693314 4584460.01496791, 429650.462556831 4584442.5141789, 429631.553459032 4584429.97033168, 429643.938322467 4584413.03323553, 429706.072637812 4584328.1227531, 429730.727366471 4584294.47256167, 429734.038330077 4584289.95953596, 429801.076631459 4584328.74699512, 429863.252909339 4584364.51349354, 429837.315211601 4584402.01969462, 429827.081330857 4584416.81777395))","POLYGON ((2.16041881102991 41.4082360182113, 2.15958028704405 41.4091272436524, 2.15861319863364 41.408611925573, 2.15830289386263 41.408452017983, 2.15807813799368 41.4083373851314, 2.1582282701959 41.4081859231817, 2.15898145906532 41.4074266021935, 2.15928031261388 41.4071256830432, 2.15932044572405 41.4070853253205, 2.16011792687944 41.4074405267459, 2.16085760178164 41.4077680898133, 2.16054295697379 41.4081036307357, 2.16041881102991 41.4082360182113))"
"06","Gràcia","31","la Vila de Gràcia","121","031","POLYGON ((429643.938322467 4584413.03323553, 429631.553459032 4584429.97033168, 429586.49821775 4584399.04669589, 429535.785951334 4584364.88610573, 429490.027711136 4584334.08547553, 429521.844341993 4584288.27722888, 429546.671054145 4584252.55803642, 429578.61868529 4584206.78978873, 429590.528545876 4584189.48869643, 429618.731711938 4584210.73246814, 429645.994869654 4584230.91524751, 429690.094126402 4584263.7658906, 429711.408251304 4584279.74471808, 429730.727366471 4584294.47256167, 429706.072637812 4584328.1227531, 429643.938322467 4584413.03323553))","POLYGON ((2.1582282701959 41.4081859231817, 2.15807813799368 41.4083373851314, 2.15754272947108 41.408054922084, 2.15694002675969 41.4077428066742, 2.15639620373472 41.4074613845947, 2.15678216310639 41.4070515972168, 2.1570833232457 41.4067320641986, 2.1574708364302 41.406322646114, 2.15761532527539 41.4061678648923, 2.15795024485078 41.4063616693568, 2.158274044521 41.406545834628, 2.1587977837063 41.4068455664811, 2.15905090814101 41.4069913458071, 2.15928031261388 41.4071256830432, 2.15898145906532 41.4074266021935, 2.1582282701959 41.4081859231817))"
"06","Gràcia","31","la Vila de Gràcia","121","032","POLYGON ((429631.553459032 4584429.97033168, 429569.599142152 4584514.69581271, 429480.567651513 4584451.85253265, 429432.099383254 4584417.4939246, 429490.027711136 4584334.08547553, 429535.785951334 4584364.88610573, 429586.49821775 4584399.04669589, 429631.553459032 4584429.97033168))","POLYGON ((2.15807813799368 41.4083373851314, 2.15732710292866 41.4090950494221, 2.15626930917153 41.4085212378859, 2.15569347690425 41.4082075293804, 2.15639620373472 41.4074613845947, 2.15694002675969 41.4077428066742, 2.15754272947108 41.408054922084, 2.15807813799368 41.4083373851314))"
"06","Gràcia","31","la Vila de Gràcia","122","033","POLYGON ((429490.027711136 4584334.08547553, 429432.099383254 4584417.4939246, 429397.357193185 4584393.1432055, 429368.269032171 4584372.51944072, 429334.599846935 4584348.78971297, 429390.530185996 4584266.75127965, 429452.717452845 4584175.75579784, 429498.871907102 4584108.02144029, 429515.177020959 4584122.54230796, 429555.441306134 4584158.90298109, 429574.936444155 4584176.50082284, 429590.528545876 4584189.48869643, 429578.61868529 4584206.78978873, 429546.671054145 4584252.55803642, 429521.844341993 4584288.27722888, 429490.027711136 4584334.08547553))","POLYGON ((2.15639620373472 41.4074613845947, 2.15569347690425 41.4082075293804, 2.15528068976033 41.4079851609772, 2.15493511031854 41.407796855194, 2.15453509232386 41.4075801714628, 2.15521376371838 41.4068461974471, 2.15596831435846 41.4060320955592, 2.15652834142641 41.4054260867604, 2.15672170359648 41.4055583005477, 2.15719914220292 41.4058893168535, 2.15743031073447 41.4060495221553, 2.15761532527539 41.4061678648923, 2.1574708364302 41.406322646114, 2.1570833232457 41.4067320641986, 2.15678216310639 41.4070515972168, 2.15639620373472 41.4074613845947))"
"06","Gràcia","31","la Vila de Gràcia","122","034","POLYGON ((429452.717452845 4584175.75579784, 429390.530185996 4584266.75127965, 429338.465909781 4584231.33670045, 429311.124759916 4584212.13492152, 429381.318932077 4584109.38537772, 429346.487697323 4584079.42566022, 429303.891410651 4584042.8380057, 429353.692920747 4583982.158618, 429428.006422532 4584046.19701522, 429449.203564882 4584064.3648433, 429491.862858169 4584101.78049717, 429498.871907102 4584108.02144029, 429452.717452845 4584175.75579784))","POLYGON ((2.15596831435846 41.4060320955592, 2.15521376371838 41.4068461974471, 2.15459505588493 41.4065226569389, 2.15427021930307 41.4063473100503, 2.15512193151341 41.405428053362, 2.15470875333233 41.4051551570387, 2.15420346259999 41.4048218811199, 2.15480629972883 41.4042797427895, 2.15568780754232 41.404863039505, 2.15593926271643 41.4050285308237, 2.15644522130174 41.4053692622117, 2.15652834142641 41.4054260867604, 2.15596831435846 41.4060320955592))"
"06","Gràcia","31","la Vila de Gràcia","122","035","POLYGON ((429308.721716255 4584457.40890247, 429269.987150848 4584511.32720304, 429243.280056758 4584499.13141794, 429209.733938142 4584483.75768788, 429170.29279892 4584465.71200525, 429156.627750767 4584459.47011521, 429147.052717279 4584455.12819225, 429204.899025739 4584369.27274425, 429311.124759916 4584212.13492152, 429338.465909781 4584231.33670045, 429390.530185996 4584266.75127965, 429334.599846935 4584348.78971297, 429368.269032171 4584372.51944072, 429344.225308255 4584406.77862717, 429336.64739425 4584417.44868595, 429321.20557397 4584439.75380565, 429308.721716255 4584457.40890247))","POLYGON ((2.15421282185014 41.408556187349, 2.15374312787527 41.4090384011669, 2.15342504744 41.408926207935, 2.15302552248306 41.4087847890397, 2.15255578823644 41.4086187841007, 2.15239304023423 41.4085613615845, 2.15227899994865 41.4085214116318, 2.15298107398877 41.4077532417502, 2.15427021930307 41.4063473100503, 2.15459505588493 41.4065226569389, 2.15521376371838 41.4068461974471, 2.15453509232386 41.4075801714628, 2.15493511031854 41.407796855194, 2.1546434722401 41.4081033014948, 2.15455157033309 41.4081987364846, 2.15436423160882 41.4083982724877, 2.15421282185014 41.408556187349))"
"06","Gràcia","31","la Vila de Gràcia","122","036","POLYGON ((429204.899025739 4584369.27274425, 429147.052717279 4584455.12819225, 429104.373567996 4584435.77153565, 429095.336534654 4584431.45560839, 429085.391495376 4584426.3816885, 429075.579454008 4584421.04776758, 429067.324417599 4584416.35883414, 429059.105380413 4584411.57290044, 429050.952342596 4584406.70896622, 429048.01332806 4584404.84198995, 429045.100313119 4584402.92501348, 429042.233297888 4584400.97203665, 429035.358257855 4584395.84909227, 429028.22433752 4584405.73314763, 429018.861290606 4584399.71022324, 429011.569245385 4584393.93028229, 429155.485830118 4584218.60416185, 429218.560209807 4584141.7646708, 429248.280936929 4584107.99343904, 429279.100653394 4584072.90319872, 429303.891410651 4584042.8380057, 429346.487697323 4584079.42566022, 429381.318932077 4584109.38537772, 429311.124759916 4584212.13492152, 429204.899025739 4584369.27274425))","POLYGON ((2.15298107398877 41.4077532417502, 2.15227899994865 41.4085214116318, 2.15177068608279 41.4083433106616, 2.15166307973308 41.4083036416879, 2.15154469967657 41.4082570655659, 2.15142794134251 41.4082081593308, 2.15132973432569 41.4081651995263, 2.15123196947526 41.4081213691725, 2.15113500346355 41.4080768420419, 2.15110006242083 41.4080597675032, 2.15106543829637 41.4080422449168, 2.15103136871368 41.4080244021396, 2.15094972223981 41.4079776548659, 2.15086321890742 41.4080660468347, 2.15075191364162 41.4080109739791, 2.1506653557605 41.4079582723722, 2.15240757542849 41.4063918747771, 2.15317111221876 41.4057053672032, 2.15353060141399 41.4054038189497, 2.15390338820547 41.4050904863981, 2.15420346259999 41.4048218811199, 2.15470875333233 41.4051551570387, 2.15512193151341 41.405428053362, 2.15427021930307 41.4063473100503, 2.15298107398877 41.4077532417502))"
"06","Gràcia","31","la Vila de Gràcia","123","037","POLYGON ((429155.485830118 4584218.60416185, 429011.569245385 4584393.93028229, 428996.345150968 4584381.86240558, 428963.855904702 4584350.49366957, 428960.678882611 4584347.67569534, 428918.371589364 4584310.26703857, 428910.964537414 4584303.64109867, 428876.193272485 4584269.89538122, 428881.079236307 4584265.43134295, 428912.088954534 4584230.5581011, 428948.056631933 4584190.6398205, 428991.386287367 4584148.0784816, 429004.886105728 4584125.50237747, 429075.906448087 4584169.50280419, 429155.485830118 4584218.60416185))","POLYGON ((2.15240757542849 41.4063918747771, 2.1506653557605 41.4079582723722, 2.15048464357143 41.4078482371238, 2.15009965268723 41.4075628407914, 2.15006197652531 41.4075371796438, 2.14956024529023 41.407196514615, 2.14947241300698 41.4071361823741, 2.14906041045221 41.4068291722636, 2.14911938549992 41.4067893987174, 2.14949444875645 41.4064780520339, 2.14992941185683 41.4061217036206, 2.15045274975458 41.4057421988264, 2.15061689276478 41.4055400569881, 2.15146133211458 41.4059426207166, 2.15240757542849 41.4063918747771))"
"06","Gràcia","31","la Vila de Gràcia","123","038","POLYGON ((429218.560209807 4584141.7646708, 429155.485830118 4584218.60416185, 429075.906448087 4584169.50280419, 429004.886105728 4584125.50237747, 429036.509680232 4584072.61813355, 429112.502637938 4583943.0555478, 429185.583052176 4583996.10395663, 429228.189302999 4584028.19861178, 429254.803471544 4584049.73439614, 429279.100653394 4584072.90319872, 429248.280936929 4584107.99343904, 429218.560209807 4584141.7646708))","POLYGON ((2.15317111221876 41.4057053672032, 2.15240757542849 41.4063918747771, 2.15146133211458 41.4059426207166, 2.15061689276478 41.4055400569881, 2.15100139671449 41.4050665412935, 2.15192564541285 41.4039063254339, 2.1527936570371 41.4043905527263, 2.15329958170006 41.404683368908, 2.15361543802998 41.4048796760068, 2.15390338820547 41.4050904863981, 2.15353060141399 41.4054038189497, 2.15317111221876 41.4057053672032))"
"06","Gràcia","31","la Vila de Gràcia","123","039","POLYGON ((429303.891410651 4584042.8380057, 429279.100653394 4584072.90319872, 429254.803471544 4584049.73439614, 429228.189302999 4584028.19861178, 429185.583052176 4583996.10395663, 429112.502637938 4583943.0555478, 429130.589213762 4583890.13641187, 429157.841570054 4583809.82720715, 429159.061544707 4583806.66719792, 429170.16831409 4583777.91611386, 429219.334571498 4583810.93971654, 429261.883796004 4583839.73637264, 429304.377067616 4583874.43802826, 429386.245597456 4583942.11236464, 429369.507765058 4583962.87549489, 429353.692920747 4583982.158618, 429303.891410651 4584042.8380057))","POLYGON ((2.15420346259999 41.4048218811199, 2.15390338820547 41.4050904863981, 2.15361543802998 41.4048796760068, 2.15329958170006 41.404683368908, 2.1527936570371 41.4043905527263, 2.15192564541285 41.4039063254339, 2.15214820024473 41.4034312976061, 2.15248360049483 41.402710385053, 2.15249856387418 41.4026820315486, 2.15263478924651 41.4024240600302, 2.1532190615306 41.4027258210955, 2.15372467858743 41.4029889265376, 2.15422894076471 41.4033052089674, 2.15520038252867 41.4039219211944, 2.15499773471942 41.4041074565571, 2.15480629972883 41.4042797427895, 2.15420346259999 41.4048218811199))"
"06","Gràcia","31","la Vila de Gràcia","124","040","POLYGON ((428991.386287367 4584148.0784816, 428948.056631933 4584190.6398205, 428955.975470256 4584170.4827605, 428957.415332311 4584153.20475172, 428950.21614948 4584130.16781273, 428949.496011794 4584112.88982118, 428953.814821841 4584089.13279045, 428981.171055076 4583993.38558729, 428978.290860244 4583968.9086141, 428953.093524598 4583926.43482171, 428940.855066845 4583868.84292837, 428947.584903605 4583848.4728779, 429008.703181088 4583884.19638487, 429085.500181114 4583759.95679195, 429159.061544707 4583806.66719792, 429157.841570054 4583809.82720715, 429130.589213762 4583890.13641187, 429112.502637938 4583943.0555478, 429036.509680232 4584072.61813355, 429004.886105728 4584125.50237747, 428991.386287367 4584148.0784816))","POLYGON ((2.15045274975458 41.4057421988264, 2.14992941185683 41.4061217036206, 2.15002650950685 41.4059408567469, 2.1500457623443 41.4057853677259, 2.14996234466331 41.405577246773, 2.14995575814326 41.4054215670058, 2.15001021134896 41.4052079783962, 2.15034869859564 41.4043480377244, 2.15031711633401 41.40412732868, 2.15002068002093 41.403742557325, 2.14988103992716 41.4032227678317, 2.14996393513351 41.4030398974659, 2.15069085731671 41.4033670444733, 2.15162408136557 41.4022548436762, 2.15249856387418 41.4026820315486, 2.15248360049483 41.402710385053, 2.15214820024473 41.4034312976061, 2.15192564541285 41.4039063254339, 2.15100139671449 41.4050665412935, 2.15061689276478 41.4055400569881, 2.15045274975458 41.4057421988264))"
