"codi_districte","nom_districte","codi_barri","nom_barri","codi_aeb","codi_seccio_censal","geometria_etrs89","geometria_wgs84"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","039","091","POLYGON ((430164.420097672 4582136.26544552, 429927.724065764 4582379.25929448, 429784.31396376 4582238.84746128, 429736.370595363 4582191.90485135, 429873.310457523 4582051.41478178, 430026.895185593 4581894.39358214, 430111.845838144 4581977.54489082, 430113.009847165 4581978.69388135, 430217.858659367 4582082.16702797, 430164.420097672 4582136.26544552))","POLYGON ((2.16471751371987 41.3877252488259, 2.16185864455175 41.3898932284374, 2.16015975497313 41.3886160805856, 2.15959181495925 41.3881890979952, 2.16124581778613 41.3869357013572, 2.16310072398179 41.3855348376014, 2.16410706336326 41.3862911389069, 2.16412085145565 41.3863015886145, 2.16536284291057 41.387242639676, 2.16471751371987 41.3877252488259))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","039","092","POLYGON ((429873.310457523 4582051.41478178, 429736.370595363 4582191.90485135, 429640.904861868 4582098.43462806, 429786.286658077 4581949.80949256, 429827.732314876 4581907.43916886, 429931.66845415 4581801.18335707, 430026.895185593 4581894.39358214, 429873.310457523 4582051.41478178))","POLYGON ((2.16124581778613 41.3869357013572, 2.15959181495925 41.3881890979952, 2.15846094397335 41.3873388990763, 2.16021684773964 41.3860129855867, 2.16071741030965 41.385634986668, 2.16197268026745 41.3846870353185, 2.16310072398179 41.3855348376014, 2.16124581778613 41.3869357013572))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","040","093","POLYGON ((429786.286658077 4581949.80949256, 429640.904861868 4582098.43462806, 429543.327128216 4582004.90442163, 429611.887576257 4581936.78488586, 429732.230582171 4581814.05994595, 429764.480829812 4581845.62068353, 429782.588968502 4581863.29653619, 429827.732314876 4581907.43916886, 429786.286658077 4581949.80949256))","POLYGON ((2.16021684773964 41.3860129855867, 2.15846094397335 41.3873388990763, 2.15730485153074 41.3864879639709, 2.15813269630486 41.3858804365561, 2.15958612711508 41.3847856151825, 2.15996814685443 41.385072688443, 2.16018265319597 41.3852334696809, 2.16071741030965 41.385634986668, 2.16021684773964 41.3860129855867))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","040","094","POLYGON ((429931.66845415 4581801.18335707, 429827.732314876 4581907.43916886, 429782.588968502 4581863.29653619, 429764.480829812 4581845.62068353, 429732.230582171 4581814.05994595, 429714.68444745 4581796.89008872, 429686.820233742 4581769.65231545, 429635.92084136 4581719.64472966, 429653.280697486 4581701.88259409, 429739.954981775 4581613.53291719, 429836.301721693 4581707.83713314, 429931.66845415 4581801.18335707))","POLYGON ((2.16197268026745 41.3846870353185, 2.16071741030965 41.385634986668, 2.16018265319597 41.3852334696809, 2.15996814685443 41.385072688443, 2.15958612711508 41.3847856151825, 2.15937828596515 41.3846294392794, 2.15904822163636 41.3843816829278, 2.15844533089674 41.3839268312145, 2.15865499557114 41.3837683717889, 2.15970175543585 41.3829802098873, 2.16084300737183 41.3838379850217, 2.16197268026745 41.3846870353185))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","040","095","POLYGON ((429618.23498793 4581737.73986777, 429542.125617893 4581815.51446213, 429470.473062053 4581744.67904525, 429446.595877665 4581721.17823955, 429540.326102268 4581625.44950762, 429643.977244728 4581519.58769823, 429739.954981775 4581613.53291719, 429653.280697486 4581701.88259409, 429635.92084136 4581719.64472966, 429618.23498793 4581737.73986777))","POLYGON ((2.15823172798767 41.3840882609656, 2.15731250751869 41.3847820882135, 2.15646386621165 41.3841378192134, 2.1561810602958 41.3839240618607, 2.15731308954244 41.3830700801258, 2.15856490451374 41.382125689224, 2.15970175543585 41.3829802098873, 2.15865499557114 41.3837683717889, 2.15844533089674 41.3839268312145, 2.15823172798767 41.3840882609656))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","040","096","POLYGON ((429611.887576257 4581936.78488586, 429543.327128216 4582004.90442163, 429423.433602214 4581937.05038901, 429456.031330928 4581903.55113447, 429523.214774409 4581834.83860982, 429542.125617893 4581815.51446213, 429618.23498793 4581737.73986777, 429635.92084136 4581719.64472966, 429686.820233742 4581769.65231545, 429714.68444745 4581796.89008872, 429732.230582171 4581814.05994595, 429611.887576257 4581936.78488586))","POLYGON ((2.15813269630486 41.3858804365561, 2.15730485153074 41.3864879639709, 2.15587892201963 41.3858663163255, 2.15627266256756 41.3855674593235, 2.15708410645416 41.3849544777384, 2.15731250751869 41.3847820882135, 2.15823172798767 41.3840882609656, 2.15844533089674 41.3839268312145, 2.15904822163636 41.3843816829278, 2.15937828596515 41.3846294392794, 2.15958612711508 41.3847856151825, 2.15813269630486 41.3858804365561))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","040","097","POLYGON ((429456.031330928 4581903.55113447, 429423.433602214 4581937.05038901, 429302.129072691 4581868.72636768, 429446.595877665 4581721.17823955, 429470.473062053 4581744.67904525, 429542.125617893 4581815.51446213, 429523.214774409 4581834.83860982, 429456.031330928 4581903.55113447))","POLYGON ((2.15627266256756 41.3855674593235, 2.15587892201963 41.3858663163255, 2.15443620052886 41.385240294175, 2.1561810602958 41.3839240618607, 2.15646386621165 41.3841378192134, 2.15731250751869 41.3847820882135, 2.15708410645416 41.3849544777384, 2.15627266256756 41.3855674593235))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","041","098","POLYGON ((429500.778022022 4582241.68772253, 429454.068408717 4582289.43908736, 429357.973676115 4582196.06486896, 429451.766897846 4582099.95713648, 429543.327128216 4582004.90442163, 429640.904861868 4582098.43462806, 429547.397636062 4582194.0283584, 429500.778022022 4582241.68772253))","POLYGON ((2.15676844138276 41.3886168612771, 2.15620425110805 41.3890428458864, 2.15506587647126 41.3881934235186, 2.15619879266389 41.3873360462235, 2.15730485153074 41.3864879639709, 2.15846094397335 41.3873388990763, 2.15733153724108 41.3881916945361, 2.15676844138276 41.3886168612771))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","041","099","POLYGON ((429451.766897846 4582099.95713648, 429357.973676115 4582196.06486896, 429340.59954367 4582179.18301028, 429262.895939573 4582102.20564253, 429333.375347936 4582029.1310923, 429423.433602214 4581937.05038901, 429543.327128216 4582004.90442163, 429451.766897846 4582099.95713648))","POLYGON ((2.15619879266389 41.3873360462235, 2.15506587647126 41.3881934235186, 2.15486005902831 41.3880398485524, 2.15393975074738 41.3873397111808, 2.1547911647266 41.3866877489634, 2.15587892201963 41.3858663163255, 2.15730485153074 41.3864879639709, 2.15619879266389 41.3873360462235))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","041","100","POLYGON ((429333.375347936 4582029.1310923, 429262.895939573 4582102.20564253, 429166.766192284 4582006.97542472, 429302.129072691 4581868.72636768, 429423.433602214 4581937.05038901, 429333.375347936 4582029.1310923))","POLYGON ((2.1547911647266 41.3866877489634, 2.15393975074738 41.3873397111808, 2.15280123355578 41.386473547309, 2.15443620052886 41.385240294175, 2.15587892201963 41.3858663163255, 2.1547911647266 41.3866877489634))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","041","101","POLYGON ((429454.068408717 4582289.43908736, 429360.650182066 4582384.94181701, 429271.160499614 4582297.96054484, 429265.240454472 4582292.20659299, 429071.772977918 4582103.99516652, 429166.766192284 4582006.97542472, 429262.895939573 4582102.20564253, 429340.59954367 4582179.18301028, 429357.973676115 4582196.06486896, 429454.068408717 4582289.43908736))","POLYGON ((2.15620425110805 41.3890428458864, 2.15507586041813 41.3898948065895, 2.15401573387761 41.3891035329965, 2.15394560381056 41.3890511886149, 2.15165383051548 41.3873389993287, 2.15280123355578 41.386473547309, 2.15393975074738 41.3873397111808, 2.15486005902831 41.3880398485524, 2.15506587647126 41.3881934235186, 2.15620425110805 41.3890428458864))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","042","102","POLYGON ((429219.990346398 4582528.74091564, 429173.11573437 4582576.66028177, 429110.529252145 4582515.20979082, 429084.75105624 4582490.23900044, 429114.879896558 4582470.68576331, 429136.527764782 4582454.49959328, 429161.310593242 4582433.37639904, 429183.241429815 4582413.22622739, 429204.328256476 4582391.82006267, 429216.181151539 4582378.84697024, 429231.950001604 4582360.29284748, 429245.112863254 4582343.15074527, 429262.112654237 4582317.20761389, 429271.160499614 4582297.96054484, 429360.650182066 4582384.94181701, 429219.990346398 4582528.74091564))","POLYGON ((2.15337678675274 41.3911775879305, 2.15281055913607 41.3916050538961, 2.15206920738557 41.3910460777602, 2.15176382247401 41.3908189024864, 2.15212645200822 41.3906454494328, 2.15238725372543 41.3905015740097, 2.15268612558387 41.3903135080933, 2.15295077246807 41.3901339539457, 2.15320547045992 41.3899430126034, 2.15334874535137 41.3898272117845, 2.15353950585257 41.3896614889805, 2.15369893342014 41.3895082541783, 2.15390527671499 41.3892760888522, 2.15401573387761 41.3891035329965, 2.15507586041813 41.3898948065895, 2.15337678675274 41.3911775879305))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","042","103","POLYGON ((429114.879896558 4582470.68576331, 429084.75105624 4582490.23900044, 429060.250870058 4582466.50719966, 429007.858466992 4582415.13862579, 428981.819265975 4582389.52083759, 428964.190129877 4582372.17598099, 428885.012522337 4582294.73862494, 428978.155752115 4582199.60889758, 429071.772977918 4582103.99516652, 429265.240454472 4582292.20659299, 429271.160499614 4582297.96054484, 429262.112654237 4582317.20761389, 429245.112863254 4582343.15074527, 429231.950001604 4582360.29284748, 429216.181151539 4582378.84697024, 429204.328256476 4582391.82006267, 429183.241429815 4582413.22622739, 429161.310593242 4582433.37639904, 429136.527764782 4582454.49959328, 429114.879896558 4582470.68576331))","POLYGON ((2.15212645200822 41.3906454494328, 2.15176382247401 41.3908189024864, 2.15147357953198 41.3906029982621, 2.15085298878388 41.390135717603, 2.15054456664693 41.389902688828, 2.15033575915984 41.3897449132952, 2.14939790168991 41.3890404669106, 2.15052301805267 41.388191897549, 2.15165383051548 41.3873389993287, 2.15394560381056 41.3890511886149, 2.15401573387761 41.3891035329965, 2.15390527671499 41.3892760888522, 2.15369893342014 41.3895082541783, 2.15353950585257 41.3896614889805, 2.15334874535137 41.3898272117845, 2.15320547045992 41.3899430126034, 2.15295077246807 41.3901339539457, 2.15268612558387 41.3903135080933, 2.15238725372543 41.3905015740097, 2.15212645200822 41.3906454494328))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","042","104","POLYGON ((428911.547846628 4582461.2403864, 428888.009041611 4582485.32557022, 428791.636301712 4582391.01935397, 428786.20926022 4582385.7303981, 428781.120220975 4582380.72843949, 428805.98517578 4582375.45024207, 428885.012522337 4582294.73862494, 428964.190129877 4582372.17598099, 428981.819265975 4582389.52083759, 428911.547846628 4582461.2403864))","POLYGON ((2.14969571484735 41.3905424328376, 2.14941136419035 41.3907572784234, 2.14826983422273 41.3898993708852, 2.14820554954552 41.3898512547403, 2.14814527366223 41.389805753366, 2.14844327422569 41.3897604158352, 2.14939790168991 41.3890404669106, 2.15033575915984 41.3897449132952, 2.15054456664693 41.389902688828, 2.14969571484735 41.3905424328376))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","042","105","POLYGON ((429173.11573437 4582576.66028177, 429079.329510607 4582672.5400143, 428983.813777197 4582579.07479108, 428930.224365725 4582526.6342269, 428888.009041611 4582485.32557022, 428911.547846628 4582461.2403864, 428981.819265975 4582389.52083759, 429007.858466992 4582415.13862579, 429060.250870058 4582466.50719966, 429084.75105624 4582490.23900044, 429110.529252145 4582515.20979082, 429173.11573437 4582576.66028177))","POLYGON ((2.15281055913607 41.3916050538961, 2.15167763431489 41.3924603431729, 2.15054619606876 41.3916101079897, 2.14991141207861 41.3911330615902, 2.14941136419035 41.3907572784234, 2.14969571484735 41.3905424328376, 2.15054456664693 41.389902688828, 2.15085298878388 41.390135717603, 2.15147357953198 41.3906029982621, 2.15176382247401 41.3908189024864, 2.15206920738557 41.3910460777602, 2.15281055913607 41.3916050538961))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","043","106","POLYGON ((428991.763235304 4582762.05969825, 428904.196959962 4582851.58038221, 428763.850604334 4582804.80050889, 428813.272191382 4582753.77612298, 428868.801732404 4582697.07668928, 428915.148347605 4582649.53932733, 428983.813777197 4582579.07479108, 429079.329510607 4582672.5400143, 428991.763235304 4582762.05969825))","POLYGON ((2.15061981895795 41.3932588874777, 2.14956197758789 41.3940574307066, 2.14788885478565 41.3936236826803, 2.1484859598808 41.3931685012576, 2.14915677641982 41.3926627438101, 2.1497166771518 41.3922386901237, 2.15054619606876 41.3916101079897, 2.15167763431489 41.3924603431729, 2.15061981895795 41.3932588874777))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","043","107","POLYGON ((428813.272191382 4582753.77612298, 428763.850604334 4582804.80050889, 428755.123582221 4582801.89157895, 428620.054253383 4582758.54866294, 428683.748725018 4582693.26916554, 428716.565457658 4582660.24690917, 428777.644951181 4582597.67643219, 428811.326672171 4582563.20916915, 428888.009041611 4582485.32557022, 428930.224365725 4582526.6342269, 428983.813777197 4582579.07479108, 428915.148347605 4582649.53932733, 428868.801732404 4582697.07668928, 428813.272191382 4582753.77612298))","POLYGON ((2.1484859598808 41.3931685012576, 2.14788885478565 41.3936236826803, 2.14778481735758 41.3935967099874, 2.14617442894511 41.393194360052, 2.14694392909162 41.3926120629169, 2.14734031447779 41.3923175531739, 2.14807819974555 41.3917594155283, 2.14848509003443 41.3914519636597, 2.14941136419035 41.3907572784234, 2.14991141207861 41.3911330615902, 2.15054619606876 41.3916101079897, 2.1497166771518 41.3922386901237, 2.14915677641982 41.3926627438101, 2.1484859598808 41.3931685012576))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","043","108","POLYGON ((428683.748725018 4582693.26916554, 428620.054253383 4582758.54866294, 428596.931197683 4582751.2028485, 428569.512130341 4582742.33006856, 428514.908991601 4582724.07850687, 428519.520755332 4582694.51447485, 428507.08664673 4582680.69857621, 428584.316009388 4582601.95997309, 428618.202730828 4582567.54970843, 428680.28522277 4582504.79622351, 428714.916932695 4582468.95595315, 428791.636301712 4582391.01935397, 428888.009041611 4582485.32557022, 428811.326672171 4582563.20916915, 428777.644951181 4582597.67643219, 428716.565457658 4582660.24690917, 428683.748725018 4582693.26916554))","POLYGON ((2.14694392909162 41.3926120629169, 2.14617442894511 41.393194360052, 2.14589873342009 41.3931261465, 2.14557183656219 41.3930437979507, 2.14492091572631 41.3928745616089, 2.14497956339976 41.3926086995732, 2.14483247843337 41.3924831598505, 2.14576544875269 41.3917808525282, 2.14617479504733 41.3914739405024, 2.14692469791797 41.3909142509092, 2.14734311165046 41.3905945211088, 2.14826983422273 41.3898993708852, 2.14941136419035 41.3907572784234, 2.14848509003443 41.3914519636597, 2.14807819974555 41.3917594155283, 2.14734031447779 41.3923175531739, 2.14694392909162 41.3926120629169))"
"02","Eixample","08","l'Antiga Esquerra de l'Eixample","043","109","POLYGON ((428584.316009388 4582601.95997309, 428507.08664673 4582680.69857621, 428501.420597248 4582674.4036224, 428468.629564666 4582669.8058846, 428430.9447432 4582566.17720175, 428407.185074615 4582481.94040477, 428403.264906232 4582460.75743945, 428403.242905415 4582460.65443964, 428440.057840819 4582453.12814732, 428781.120220975 4582380.72843949, 428786.20926022 4582385.7303981, 428791.636301712 4582391.01935397, 428714.916932695 4582468.95595315, 428680.28522277 4582504.79622351, 428618.202730828 4582567.54970843, 428584.316009388 4582601.95997309))","POLYGON ((2.14576544875269 41.3917808525282, 2.14483247843337 41.3924831598505, 2.14476545396812 41.39242595992, 2.14437380704803 41.3923816340918, 2.14393533180617 41.3914449377187, 2.14366112067664 41.3906841345563, 2.14361673954218 41.3904929987348, 2.14361648858905 41.3904920690964, 2.14405768160585 41.3904275588974, 2.14814527366223 41.389805753366, 2.14820554954552 41.3898512547403, 2.14826983422273 41.3898993708852, 2.14734311165046 41.3905945211088, 2.14692469791797 41.3909142509092, 2.14617479504733 41.3914739405024, 2.14576544875269 41.3917808525282))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","044","110","POLYGON ((428440.057840819 4582453.12814732, 428403.242905415 4582460.65443964, 428393.187541702 4582414.87352721, 428490.505733346 4582315.00376743, 428523.694457382 4582280.91050832, 428583.494965237 4582220.12104136, 428600.424826792 4582203.02290914, 428666.990282412 4582135.79238928, 428693.863060961 4582108.44117944, 428732.26674036 4582068.83687965, 428787.953278889 4582011.83944488, 428883.490018844 4582106.15366769, 428978.155752115 4582199.60889758, 428885.012522337 4582294.73862494, 428805.98517578 4582375.45024207, 428781.120220975 4582380.72843949, 428440.057840819 4582453.12814732))","POLYGON ((2.14405768160585 41.3904275588974, 2.14361648858905 41.3904920690964, 2.1435016393909 41.3900788427595, 2.14467734042966 41.3891880116102, 2.14507829010678 41.3888838963371, 2.14580064911201 41.3883417000202, 2.14600513767987 41.38818920645, 2.14680914453286 41.3875895918554, 2.14713374629793 41.387345632186, 2.14759768875809 41.386992334157, 2.14827036038964 41.3864839107195, 2.14940183240565 41.3873418163901, 2.15052301805267 41.388191897549, 2.14939790168991 41.3890404669106, 2.14844327422569 41.3897604158352, 2.14814527366223 41.389805753366, 2.14405768160585 41.3904275588974))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","044","111","POLYGON ((428490.505733346 4582315.00376743, 428393.187541702 4582414.87352721, 428374.935765178 4582317.18068853, 428352.104911928 4582209.78988797, 428341.758365491 4582141.08098161, 428411.744872357 4582205.76541311, 428454.999509966 4582160.9900755, 428505.847095903 4582109.85467838, 428600.424826792 4582203.02290914, 428583.494965237 4582220.12104136, 428523.694457382 4582280.91050832, 428490.505733346 4582315.00376743))","POLYGON ((2.14467734042966 41.3891880116102, 2.1435016393909 41.3900788427595, 2.143294902666 41.3891973355236, 2.14303455478442 41.3882280741225, 2.14291894276426 41.387608317432, 2.14374829497517 41.3881971372271, 2.14427088712024 41.3877977110151, 2.14488503025793 41.3873416745465, 2.14600513767987 41.38818920645, 2.14580064911201 41.3883417000202, 2.14507829010678 41.3888838963371, 2.14467734042966 41.3891880116102))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","044","112","POLYGON ((428454.999509966 4582160.9900755, 428411.744872357 4582205.76541311, 428341.758365491 4582141.08098161, 428326.184477437 4582029.43612393, 428316.284636175 4581923.74922008, 428410.348361467 4582016.22045505, 428471.197831332 4582076.12096014, 428505.847095903 4582109.85467838, 428454.999509966 4582160.9900755))","POLYGON ((2.14427088712024 41.3877977110151, 2.14374829497517 41.3881971372271, 2.14291894276426 41.387608317432, 2.14274589731127 41.3866013869663, 2.14264000805897 41.3856486227868, 2.1437539925373 41.3864898529109, 2.14447463061326 41.3870347672879, 2.14488503025793 41.3873416745465, 2.14427088712024 41.3877977110151))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","044","113","POLYGON ((428666.990282412 4582135.79238928, 428600.424826792 4582203.02290914, 428505.847095903 4582109.85467838, 428471.197831332 4582076.12096014, 428410.348361467 4582016.22045505, 428504.414584448 4581920.24472068, 428521.447718269 4581937.30058209, 428575.67714291 4581991.42314087, 428615.893455691 4582031.29181371, 428693.863060961 4582108.44117944, 428666.990282412 4582135.79238928))","POLYGON ((2.14680914453286 41.3875895918554, 2.14600513767987 41.38818920645, 2.14488503025793 41.3873416745465, 2.14447463061326 41.3870347672879, 2.1437539925373 41.3864898529109, 2.14489027476651 41.3856338010086, 2.14509196239893 41.385788930454, 2.14573411510125 41.3862812089743, 2.14621037071829 41.3866438610914, 2.14713374629793 41.387345632186, 2.14680914453286 41.3875895918554))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","044","114","POLYGON ((428732.26674036 4582068.83687965, 428693.863060961 4582108.44117944, 428615.893455691 4582031.29181371, 428575.67714291 4581991.42314087, 428521.447718269 4581937.30058209, 428504.414584448 4581920.24472068, 428598.53380696 4581824.2179859, 428693.246545214 4581918.31921532, 428697.142575584 4581922.19018362, 428787.953278889 4582011.83944488, 428732.26674036 4582068.83687965))","POLYGON ((2.14759768875809 41.386992334157, 2.14713374629793 41.387345632186, 2.14621037071829 41.3866438610914, 2.14573411510125 41.3862812089743, 2.14509196239893 41.385788930454, 2.14489027476651 41.3856338010086, 2.14602716701103 41.3847772828343, 2.14714875075061 41.3856332188585, 2.14719488797587 41.3856684285869, 2.14827036038964 41.3864839107195, 2.14759768875809 41.386992334157))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","045","115","POLYGON ((428833.898900876 4581965.1570861, 428787.953278889 4582011.83944488, 428697.142575584 4581922.19018362, 428693.246545214 4581918.31921532, 428742.679135243 4581867.68382941, 428769.967909964 4581839.86261635, 428786.533772734 4581822.91448702, 428829.00610071 4581864.72414151, 428862.712359689 4581897.73986733, 428881.594507375 4581916.56171368, 428864.859645584 4581933.62984435, 428833.898900876 4581965.1570861))","POLYGON ((2.14882531715411 41.3860675256723, 2.14827036038964 41.3864839107195, 2.14719488797587 41.3856684285869, 2.14714875075061 41.3856332188585, 2.14774587272202 41.3851815445553, 2.14807548902126 41.3849333856786, 2.14827559087466 41.3847822066229, 2.14877860158209 41.3851625296562, 2.14917781698178 41.3854628716564, 2.14940141955655 41.3856340627375, 2.14919928247065 41.3857863095935, 2.14882531715411 41.3860675256723))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","045","116","POLYGON ((428941.364543514 4582047.45521571, 428883.490018844 4582106.15366769, 428787.953278889 4582011.83944488, 428833.898900876 4581965.1570861, 428864.859645584 4581933.62984435, 428881.594507375 4581916.56171368, 428918.958796059 4581953.35940972, 428957.211094524 4581991.39709846, 428977.217248139 4582010.97893573, 428941.364543514 4582047.45521571))","POLYGON ((2.15010086004916 41.3868182551665, 2.14940183240565 41.3873418163901, 2.14827036038964 41.3864839107195, 2.14882531715411 41.3860675256723, 2.14919928247065 41.3857863095935, 2.14940141955655 41.3856340627375, 2.1498439437557 41.3859687886827, 2.15029694695278 41.386314759542, 2.15053390850922 41.3864928926825, 2.15010086004916 41.3868182551665))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","045","117","POLYGON ((429071.772977918 4582103.99516652, 428978.155752115 4582199.60889758, 428883.490018844 4582106.15366769, 428941.364543514 4582047.45521571, 428977.217248139 4582010.97893573, 429014.642535519 4582047.6116313, 429049.772806869 4582082.19634552, 429071.772977918 4582103.99516652))","POLYGON ((2.15165383051548 41.3873389993287, 2.15052301805267 41.388191897549, 2.14940183240565 41.3873418163901, 2.15010086004916 41.3868182551665, 2.15053390850922 41.3864928926825, 2.15097719317379 41.3868261336162, 2.15139327534888 41.3871407250122, 2.15165383051548 41.3873389993287))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","045","118","POLYGON ((429166.766192284 4582006.97542472, 429071.772977918 4582103.99516652, 429049.772806869 4582082.19634552, 429014.642535519 4582047.6116313, 428977.217248139 4582010.97893573, 429022.038877449 4581965.20058575, 429054.732608116 4581931.94233044, 429071.957467617 4581914.5961959, 429092.991296048 4581893.41403161, 429120.628067618 4581865.20681581, 429181.273563661 4581802.97334231, 429302.129072691 4581868.72636768, 429166.766192284 4582006.97542472))","POLYGON ((2.15280123355578 41.386473547309, 2.15165383051548 41.3873389993287, 2.15139327534888 41.3871407250122, 2.15097719317379 41.3868261336162, 2.15053390850922 41.3864928926825, 2.15107530319917 41.3860845394934, 2.15147018667679 41.3857878782239, 2.15167821099431 41.3856331666486, 2.15193223485197 41.3854442406644, 2.15226604362257 41.3851926237377, 2.15299857618914 41.384637449716, 2.15443620052886 41.385240294175, 2.15280123355578 41.386473547309))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","045","119","POLYGON ((429022.038877449 4581965.20058575, 428977.217248139 4582010.97893573, 428957.211094524 4581991.39709846, 428918.958796059 4581953.35940972, 428881.594507375 4581916.56171368, 428910.449269061 4581887.13148838, 428945.585979361 4581851.35721402, 428976.044728766 4581820.41397618, 429006.459962275 4581850.18172876, 429037.610203467 4581880.92447531, 429071.957467617 4581914.5961959, 429054.732608116 4581931.94233044, 429022.038877449 4581965.20058575))","POLYGON ((2.15107530319917 41.3860845394934, 2.15053390850922 41.3864928926825, 2.15029694695278 41.386314759542, 2.1498439437557 41.3859687886827, 2.14940141955655 41.3856340627375, 2.14974994839881 41.3853715456905, 2.15017434399902 41.385052443845, 2.15054222591666 41.3847764388176, 2.15090247056658 41.3850472310142, 2.15127139396515 41.3853268683583, 2.15167821099431 41.3856331666486, 2.15147018667679 41.3857878782239, 2.15107530319917 41.3860845394934))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","045","120","POLYGON ((428910.449269061 4581887.13148838, 428881.594507375 4581916.56171368, 428862.712359689 4581897.73986733, 428829.00610071 4581864.72414151, 428786.533772734 4581822.91448702, 428803.406632953 4581805.6513553, 428836.638357124 4581771.58609587, 428880.664996034 4581727.00075208, 428900.207147272 4581746.27959308, 428936.938429525 4581782.26329428, 428958.759596054 4581803.49511679, 428976.044728766 4581820.41397618, 428945.585979361 4581851.35721402, 428910.449269061 4581887.13148838))","POLYGON ((2.14974994839881 41.3853715456905, 2.14940141955655 41.3856340627375, 2.14917781698178 41.3854628716564, 2.14877860158209 41.3851625296562, 2.14827559087466 41.3847822066229, 2.14847940015725 41.384628217263, 2.14888081490821 41.3843243440508, 2.14941255448115 41.3839266731161, 2.14964399168862 41.384102038059, 2.15007903234393 41.3844293757966, 2.15033749857105 41.3846225304803, 2.15054222591666 41.3847764388176, 2.15017434399902 41.385052443845, 2.14974994839881 41.3853715456905))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","045","121","POLYGON ((429092.991296048 4581893.41403161, 429071.957467617 4581914.5961959, 429037.610203467 4581880.92447531, 429006.459962275 4581850.18172876, 428976.044728766 4581820.41397618, 428958.759596054 4581803.49511679, 428936.938429525 4581782.26329428, 428900.207147272 4581746.27959308, 428880.664996034 4581727.00075208, 428863.554863628 4581710.12189129, 428833.361630964 4581680.46013692, 428785.233260845 4581633.27152844, 428814.502017861 4581603.26429997, 428936.590532578 4581669.76831547, 429060.903056716 4581737.48331301, 429181.273563661 4581802.97334231, 429120.628067618 4581865.20681581, 429092.991296048 4581893.41403161))","POLYGON ((2.15193223485197 41.3854442406644, 2.15167821099431 41.3856331666486, 2.15127139396515 41.3853268683583, 2.15090247056658 41.3850472310142, 2.15054222591666 41.3847764388176, 2.15033749857105 41.3846225304803, 2.15007903234393 41.3844293757966, 2.14964399168862 41.384102038059, 2.14941255448115 41.3839266731161, 2.14920992054713 41.3837731385241, 2.14885233233546 41.3835033154289, 2.14828232772691 41.3830740457827, 2.14863586573098 41.3828063716916, 2.15008806580679 41.3834161428955, 2.15156674785084 41.3840369989641, 2.15299857618914 41.384637449716, 2.15226604362257 41.3851926237377, 2.15193223485197 41.3854442406644))"
"02","Eixample","09","la Nova Esquerra de l'Eixample","045","122","POLYGON ((428803.406632953 4581805.6513553, 428786.533772734 4581822.91448702, 428776.057691835 4581812.60157224, 428748.111475405 4581785.0117996, 428691.517038812 4581729.35126, 428785.233260845 4581633.27152844, 428833.361630964 4581680.46013692, 428863.554863628 4581710.12189129, 428880.664996034 4581727.00075208, 428836.638357124 4581771.58609587, 428803.406632953 4581805.6513553))","POLYGON ((2.14847940015725 41.384628217263, 2.14827559087466 41.3847822066229, 2.14815152088833 41.3846883945133, 2.14782056016561 41.3844374287697, 2.14715030788812 41.383931100103, 2.14828232772691 41.3830740457827, 2.14885233233546 41.3835033154289, 2.14920992054713 41.3837731385241, 2.14941255448115 41.3839266731161, 2.14888081490821 41.3843243440508, 2.14847940015725 41.384628217263))"
